"","doc_id_number","text"
"7452",20113180,"Title: What's new from the music scene_.rtf; Date: June 29, 2011 Wednesday; Text: KATHMANDU, June 29 -- So much has happened in the span of two weeks: SLC results out (Congrats to the graduates!); celebration of World Music Day; the second death anniversary of Michael Jackson, the King of Pop; and a surprising hike on fuel price.
And amidst all these happenings, if a bundle of the hottest new releases from the international music scene is what catches your attention the most, then I have enough of merchandise to lighten up your mood.
Steven Tyler rocked out as one of the new judges on the 10th season of American Idol. Well, that job of his is over, yet he still has no time to spare as he begins his preparation for his first ever solo project! Yes, in the history of 38 Aerosmith years! And while the rocker engages to make his upcoming album, here's a single that's already a part of it. It's the track ""(It) Feels So Good.
"" Featuring background vocals from former Pussycat Dolls beauty Nicole Scherzinger, the song is a Funky Rock anthem for the season. Other than that, you don't need any more reasons to check it out. Just do it!
You've loved Lady Antebellum for their obvious hits.
Now you'll love them for one more song! It's called ""Just A Kiss"" and is a piece from their upcoming third album. Speaking of the single, the country favs say, they love writing about personal experiences, and this is definitely one of them.
Here, they're singing about the excitement at the beginning of a new relationship. And it's not just the words; its melody is also equally beautiful. ""Just A Kiss"" makes one feel that Lady Antebellum aren't so overrated, after all.
You can hardly find anyone who doesn't like The Corrs. It could be because of their decent Irish persona, or their ever so soothing music.
Whatever the reason may be, my next piece of information will certainly enthrall you.
The sibling quartet's lead vocalist Andrea Corr has appeared with her own solo effort! ""Lifelines"" is her newly released album, and the first single off the set happens to be ""Tinseltown In The Rain."" Believe me, the song is as beautiful as its title, i.e., if you think it to be so.
And although her sound seems similar to the band's music, she has retained their individuality, and that's what I like about it the most.
""Sweet"" is how I would explain Owl City's music, whether it lies under the genre of Pop Rock, Dance Pop or simple Pop music! And it goes without saying, that his latest effort ""Deer In The Headlights"" is no exception! In fact, I believe Owl City has come up with a potpourri of such genres in the single.
It's taken from his fresh album ""All Things Bright And Beautiful,"" and things get only better when you hear his sweetly sung tune.
Whether Lady Gaga achieves a record of 10 million followers on Twitter or gets sued, the insanely stylish singer's music continues to blaze the airwaves. ""The Edge of Glory"" is one of her new singles that speaks of the very last moments of living on Earth.
Taken from Gaga's current set ""Born This Way,"" the melody of the dance song resembles much of the musical works of Bruce Springsteen, and is similar to the sounds of Electro Rock and Synthpop music.
However, the interesting part of the track has to be the notable saxophone solo passage, performed by late legendary Clarence Clemons, the prominent member of Springsteen's own The E Street Band.
""Replay"" was the single that introduced us to Iyaz, thanks to its catchy hooks and chorus.
This time around, the singer-songwriter has teamed up with Travie McCoy for his latest track, ""Pretty Girls."" It's to be featured in his as yet untitled second album, and sees him dealing with a difficult situation: Too many lovely ladies to choose from. Poor Iyaz is trying to pick the right one.
If you share the same kind of confusion, then you won't find a better song to express yourself!
I believe there's a competition for Beyonce and her new single ""Run The World (Girls)."" Jordin Sparks returns to the scene with one hot track that has women empowerment written all over it.
""I Am Woman"" is the 2007 American Idol's latest song which is about different aspects of the lives of women. And it's not just the lyrics that are strong; the beats also emerge highly infectious and irresistible to dance to.
The song is from her forthcoming third studio album.
Watcha Say hitmaker Jason Derulo is back with an enjoyable new-age party smasher.
Remember the lead single ""Don't Wanna Go Home"" from his soon-to-be released album ""Future History"" in case you have a gathering coming up.
And also tag it along with Black Eyed Peas' fresh offering, ""Don't Stop The Party."" Both of these club bangers make a perfect combo together!
Supriya Pradhan is RJ at Hits FM 91.2 Published by HT Syndication with permission from Republica. For any query with respect to this article or any other content requirement, please contact Editor at 
Load-Date: June 29, 2011
End of Document"
"7162",20081822,"Title: Government formation in Nepal matter of immediate concern - US official.rtf; Date: Supplied by BBC Worldwide Monitoring; Text: July 13, 2008 Sunday
Text of report published by Nepalese newspaper Rajdhani on 21February
Kathmandu, 12 July: The United States of America has said that the issue of government formation in Nepal is a matter of immediate concern for it. 
US Deputy Assistant Secretary of State Erik Feigenbaum made this remark while addressing a meeting at the Peace Institute in Washington DC on Saturday [12 July]. ""Nepal is battling with many challenges at the moment. But our immediate concern is regarding the formation of the new government,"" US official Feigenbaum said. He said that in a situation where Prime Minister Girija Prasad Koirala has resigned from his post, formation of new government is an important issue. 
The election of the constituent assembly held on 10 April is very important in the political process of Nepal. We extended our congratulations to the Nepalese people on that occasion. But the important question is what is happening now, Feigenbaum said. He expressed his confidence that the problem will be resolved once the dispute over power sharing among the political parties ends. 
Besides writing the new constitution, the constituent assembly should also address issues such as supply of petroleum products, shortage of essential commodities, rising poverty and development. He said that the US had special concerns over the process of democratization and peace in Nepal. 
The American official expressed his worries over the continuing politically motivated violence. This king of violence is a political attack in small scale. Maoist leaders are still in terrorist list in two states of America, he said. For this reason, Maoist leaders were banned from entering the States, he said. 
Stable, democratic and prosperous Nepal is our primary concern, Feigenbaum said. He had visited Nepal in May. During his visit, he held talks with different political leaders including the Maoists. Then, he had expressed his concerns over the peace process, violence and the role of the international community. 
Source: Rajdhani, Kathmandu, Nepali daily, 13 July 08, p 1, text]
Load-Date: July 13, 2008
End of Document"
"7269",2009903,"Title: Bagram_ the US nerve centre in Afghanistan.rtf; Date: December 2, 2009 Wednesday 3:07 AM GMT; Text: Each and every meal prepared for US soldiers at the sprawling Bagram military base in Afghanistan costs about 28 dollars a head -- more than most Afghans earn in a month.
The enormous financial outlay of the eight-year war is brought into sharp focus at Bagram Airfield, where warplanes roar into the skies to the battlefields but where off-duty soldiers can buy burgers, massages and motorbikes.
And it is at Bagram that many of US President Barack Obama's 30,000 extra troops will get a first taste of Afghanistan.
With its maze of Soviet-era architecture and plywood huts, Bagram is the biggest US garrison in Afghanistan and boasts a dazzling array of fast-food joints and a Harley Davidson dealership for those away from the frontlines.
Already home to more than 25,000 people, the man responsible for its day-to-day running, Lieutenant Colonel Troy Joslin, says the base was on track to grow another 15-20 percent in the next year even without the extra troops.
Colleagues describe Joslin as ""mayor of Bagram"", in charge of a base he says has grown 30 percent over the past year in a bustle of expansion that has seen disused land de-mined to make way for new buildings.
""I don't see us going away in the immediate future,"" Joslin told AFP in the two-storey Soviet-built block that serves as nerve centre of the 2,100-hectare (5,190-acre) compound outside the Afghan capital Kabul.
The passenger terminal is being upgraded to accommodate 1,000 personnel a day, up from its current seating capacity of 250, says the US Air Force.
""This is especially important during surges in passenger movements during an increase in force levels and unit deployments,"" said Captain David Faggard, a US Air Force spokesman at Bagram.
On a busy day, the terminal strains to cope with around 1,650 inbound and outbound passengers, he said.
Many of the new troops are likely to take-off or land on Bagram's three-kilometre (two-mile) runway en route to battle the Taliban militia.
Sending in the extra troops will cost the US military 30 billion dollars this year, Obama said -- or one million dollars for each deployed soldier.
There are at least 5,000 civilians on base working for companies contracted by the military, such as Kellog, Brown & Root (KBR) and Presidential Aviation, whose pilots still lounge around with ""Blackwater Aviation"" marked on their jackets -- a name laden with controversy since its operations in Iraq.
Multi-course meals are cooked up by KBR costing what a US military spokesman said is 28 dollars per head per meal, more than most Afghans earn a month.
Some nights the fare includes steaks and crab legs, with most of the food flown in more than 10,000 kilometres (6,000 miles) from the United States.
KBR employees also collect the trash, clean the toilets, provide a laundry service and supply fuel to aircraft -- doing just about anything that needs to be done without the use of a weapon or military equipment.
Under the supervision of KBR managers, Afghans do most of the menial work. There are also Bangladeshis, Filipinos, Indians, Kyrgyz, Nepalese, Pakistanis, Sri Lankans, Tajiks and Uzbeks, working as labourers and service staff.
Bagram's main thoroughfare is Disney Drive, named after a US serviceman who died in a welding accident in 2002.
With all the construction work and military operations, the road is prone to traffic jams, clogged with mine-proof vehicles and cement trucks.
""Traffic is the biggest headache,"" says Joslin. ""There are approximately 2,000 vehicles on the base, double that if you count construction vehicles and Gators (a vehicle resembling a golf cart).""
Alcohol may be banned, in keeping with US military policy, but there is no shortage of recreation.
Special guests are flown in -- the actor Gary Sinise and his band played a concert recently -- while Kyrgyz women offer soldiers eight-dollar haircuts and full-body massages at 20 dollars an hour at a popular beauty salon.
The PX facility -- a sort of shopping mall built out of shipping containers and plywood -- has a supermarket, Burger King, Pizza Hut and Green Beans coffeeshop open 24 hours a day, seven days a week.
Other shops sell sports clothing, jewellery, ""Afghan apparel"" and souvenirs and cell phones. The Harley Davidson dealership says it sells around four motorcycles a month to US servicemen.
To counter the shortage of space, Joslin says, most of the mines have been cleared to make way for barracks, particularly on the eastern side of the base, where a new detention facility and cement factory are located.
The old prison will be reassigned and the former Soviet-built control tower has been converted into offices for the US Air Force.
The US military has built a chapel on site and is also restoring three Bagram mosques, including one named after Ahmed Shah Massoud, the Northern Alliance leader assassinated two days before September 11 attacks.
Load-Date: December 2, 2009
End of Document"
"1004",20031576,"Title: Roundup_ Nepal 's garment manufacturers face closure By Wu Haimang, Song Dejun.rtf; Date: October 7, 2003, Tuesday; Text: By Wu Haimang, Song Dejun
KATHMANDU, Oct. 7 (Xinhua) -- The condition of Nepal's ready- made garment industry is becoming pitiable due to the decreasing garment exports and confusing policies for the industry.
Local manufacturers complained that most of their ready-made garment factories are facing a shortage of working capital and are unable to pay back bank loans.
""With business and exports declining in the country, most of the ready-made garment units have turned sick and 75 percent of the workers have been laid off,"" said Shata Pokharel, central vice- president of the Garment Association of Nepal.
Lack of proper prerequisites and labor policy are the main hindering factors that are threatening the closure of the ready- made garment units, Pokharel explained.
""As wage in Nepal is more than what it is in other South Asian countries and the government has not formulated any specific labor policy for the ready-made garment sector, some of these manufacturers would have to be closed down,"" he said.
The closure of the ready-made garment units, which have been playing a crucial role in resolving the unemployment problem in the Himalayan Kingdom and helping Nepal to beef up its foreign currency reserves, will further dampen the country's economy, he added.
The garments industry in Nepal is entirely export oriented and accounts for 40 percent of the country's foreign exchange earnings. It employs over 100,000 workers and sustains the livelihood of over 350,000 people.
Most of the country's ready-made garment factories were established in the last 12 years, which had been manufacturing apparels and textile products as per the demands of foreign markets. More than 100 ready-made garment manufacturers have been established since 1990, which provided direct employment to about 100,000 people in the country.
Apart from the direct employment, about 500,000 Nepalese people benefited indirectly from the industry in which a total investment of more than 7 billion rupees (946 million dollars) have been made.
In fiscal year 2002/2003, which ended to July 15 this year, the Himalayan kingdom exported ready-made garments worth 115.92 million Nepali rupees (1.56 million US dollars) directly to some western countries including the United States, Canada and most of the European countries as well as Australia.
However, as most of the manufacturers have become sick, there is no chance of generating the same volume of exports during the current fiscal year, which began from July 16 this year.
Due to the slump in garment export, about 30,000 Nepali garment workers have lost their jobs while several garment factories were forced to be closed down, according to the Garment Association of Nepal.
The United States is the largest market of Nepal's garment items overseas, consuming some 85 percent of its total garment export. Another 10 percent are exported to Canada and the remaining are exported to European countries and Australia.
The Nepalese manufacturers complained that their exported garments to the American market have been sharply declined since the US government imposed 15 to 30 percent customs duty on Nepal's ready-made garments, while the garment products of five African nations enjoy duty and quota free access to the same market, weakening the competitiveness of the Nepali garments.
They hope the US Senate will pass a bill on granting Nepali garments duty and quota-free status for two years from Oct. 1 this year to Sept. 30, 2005. The bill, already tabled in the Senate, was withdrawn in June this year due to some specific reason.
Load-Date: October 8, 2003
End of Document"
"623",20031391,"Title: 15 more die in Nepal ahead of Maoist holiday truce.rtf; Date: September 27, 2003 Saturday; Text: Another 15 people were killed Saturday in surging violence across Nepal a day after the rebels announced a nine-day ceasefire from October 2 during the Hindu kingdom's biggest festival, officials said.
Twelve Maoists were killed in a gunbattle with security forces at Chhita Pokhara in the Khotang district, 340 kilometers (212 miles) east of Kathmandu, a police officer said.
Elsewhere in eastern Nepal, Maoists opened fire outside a bus where police were checking passengers' identities, killing two policemen and a female street vendor, said Sita Ram Pokharel, the chief administrator for the Jaljale-Gaighat area.
The rebels also bombed five public utilities in the southeastern industrial hub Janakpur, disrupting telephone service and power and prompting an elderly man's death from a heart attack, police inspector Bharat Khadka said.
Maoist supremo Prachanda had Friday said the Maoists would ""adjourn all our aggressive activities"" from October 2 to 10 as residents flock to their home villages to celebrate the post-monsoon festival Dasain.
But the Maoists, who ended a ceasefire on August 27 after seven months, warned it would end the temporary truce if the army used the occasion to attack the rebels.
Information Minister Kamal Thapa, the government spokesman, would not say if security forces would also observe a holiday ceasefire.
""The government has never declared a war. Whatever the government has done is to contain the violence,"" Thapa told reporters.
""We welcome the ceasefire,"" he added.
Finance Minister Prakash Chandra Lohani said the Maoists should try to relaunch negotiations during Dasain, which celebrates the victory of the goddess Durga over the forces of evil.
""What the government wants is a permanent ceasefire again,"" said Lohani, who with Thapa led the team that unsuccessfully negotiated with the Maoists this year.
""In the last round of talks we told the Maoists that even if they had differences they should honor the ceasefire, but they abruptly ended it. Now is a time to work again for a permanent solution,"" Lohani said.
The Maoists have been fighting since 1996 to overthrow the monarchy and establish a communist state. Since the end of the truce at least 280 people have died in renewed fighting, according to government figures.
The tolls from most incidents are impossible to verify independently as they take place in isolated rural areas.
Madhav Kumar Nepal, the consensus prime ministerial candidate of the mainstream parties -- which do not recognize the royal-appointed government -- said both the Maoists and the government needed to show more commitment to peace.
""Both the government and the Maoists need to observe a permanent, long-term ceasefire,"" Nepal told AFP.
""We welcome the Maoists' ceasefire, but it is only temporary. They haven't succeeded in creating an atmosphere of trust,"" Nepal said.
""They should have stated very clearly that they're not going to attack innocent people or the general public,"" he added.
Prachanda in his statement said the Maoists were ready for a permanent ceasefire if the government agreed to set up a special assembly to redraft the constitution.
The rebel demand was the key dispute that scuttled the last negotiations on August 19 after three days.
kms/ss/sct/mmc
Nepal-Maoist
Load-Date: September 28, 2003
End of Document"
"7049",20081289,"Title: Nepal rights body proposes changes to _disappearance bill_.rtf; Date: Supplied by BBC Worldwide Monitoring; Text: December 30, 2008 Tuesday
Excerpt from report headlined ""Nepal government urged to amend laws on disappearance"" published by Nepalese newspaper Rajdhani on 30 December
Kathmandu, [Monday] 29 December: The National Human Rights Commission has urged the government to amend some provisions of the Disappearance Bill 2065 BS. 
In its suggestions sent to the government on Monday, the human rights watchdog has said the bill should take into account the Supreme Court ruling on forced disappearance and the international norms and practices. 
The rights commission has drawn the government's attention at a time when it is set to table the bill in the council of minister and then in the Constituent Assembly for approval. The bill was drafted by the Peace and Reconstruction Ministry. The incidents of disappearance keep occurring during conflict and even during transition, and should therefore be covered, the human rights commission said. The bill should ensure that no citizen goes missing on the pretext of war, armed struggle, national security or the state of emergency. The new law should recognize such incidents as a grave crime against humanity. When investigating these cases, the commission has demanded that the progress and process should be made public. It also suggested that while taking a person into custody, a record of date, place, officer involved, agency, reason, health condition of the person arrested and other details should be kept. It also suggested preventive steps to control forced disappearances such as dissemination of public information, spreading legal awareness and operation of hotline telephone for the security of citizens. The kin of those missing should be ensured the right to seek legal remedy and acquire relevant information regarding the arrest and disappearance. The commission also said the state should not ignore its responsibility towards the family members to search for the missing person, secure their release, seek information on their whereabouts, exhume the body, identity and perform their last rites. 
[Passage omitted] 
Source: Rajdhani, Kathmandu, in Nepali 30 Dec 08, p 1
Load-Date: December 30, 2008
End of Document"
"2693",20044353,"Title: URGENT ______ Curfew imposed in Kathmandu amid riots over hostage killing.rtf; Date: September 1, 2004 Wednesday 6:47 AM GMT; Text: Nepal's government Wednesday clamped a curfew on the streets of Kathmandu after mobs ransacked a mosque and an Arab airlines office in protest at the killing of 12 Nepalese hostages in Iraq.
Load-Date: September 2, 2004
End of Document"
"934",20032096,"Title: Nepal king calls for end to Maoist violence in holiday message.rtf; Date: October 5, 2003 Sunday; Text: King Gyanendra called Sunday for an end to Nepal's seven-year Maoist insurgency and said all sides wanted peace, in a message marking the kingdom's biggest Hindu festival Dasain.
In the message read by announcers on state television and radio, the king said: ""Our nation, traditionally bound by fellowship, warmth and cooperation, has since the past few years been in the grip of violence, terrorism and the destruction of development infrastructure.
""Every Nepali desires to see an end to this situation and resumption of development activities and an environment of peace, security and good governance,"" Gyanendra said.
""As long as there is an atmosphere of recrimation and mistrust, the problems facing the country cannot be resolved,"" he said.
Gyanendra, in keeping with custom, stood for hours Sunday at his Kathmandu palace to offer holiday greetings to tens of thousands of ordinary people, many of the elderly.
The king applied a smudge of red vermilion on the forehead of each well-wisher, a blessing he also offered to Prime Minister Surya Bahadur Thapa and senior military leaders.
The Dasain festival, known in India as the Durga Puja, marks the Hindu goddess Durga's slaying of a demon, symbolising the triumph of good over evil.
The Maoists, who want to abolish the monarchy and make the Hindu kingdom a secular republic, called an October 2-10 truce for the festival, when thousands of city residents flock to their home villages for family gatherings.
Nonetheless, state radio reported the deaths of seven Maoists in clashes with troops Friday, the second day of the temporary truce.
The rebels ended a ceasefire on August 27 after seven months when the government refused to meet their demand for a special assembly to redraft the constitution.
The insurgency has claimed more than 8,100 lives since 1996, according to official figures.
Nepal's major political parties, seething after Gyanendra dismissed the elected government a year ago, held their own Dasain functions Sunday in Kathmandu.
""May Navadurga (Goddess Durga) provide inspiration to all those who have faith in multi-party democracy and untie the task of ushering in a new era of peace and development,"" the king said in his message.
ss/kms/sct/nj
Nepal-Maoist-festival
Load-Date: October 6, 2003
End of Document"
"4496",20064415,"Title: Nepal Maoists ready to remain in designated areas but not to lay down arms.rtf; Date: Supplied by BBC Worldwide Monitoring; Text: June 3, 2006 Saturday
Text of report by Nepalese Kantipur Television on 3 June
[Presenter] An influential Maoist military leader says that the Maoist army would confine itself within a predetermined line of demarcation during the elections for the constituent assembly. The deputy commander of the Western Command of the People's Liberation Army, Prabhaker, said that his men would remain thus under the supervision of an international agency. Talking to Kantipur TV, he said that the PLA would not lay down their arms and come out, they would rather confine themselves to a designated area while keeping their weapons with them.
[Prabhaker] No-one becomes a soldier without his weapons. He will carry his arms but will agree to remain within the confines of certain rural areas, according to prior agreement. Let the whole international community observe us 24 hours a day. We are prepared to remain in such a manner. Let all our activities be supervised.  We want to make it clear that we will not be a hindrance in any way to the process of moving the constituent assembly issue forward.  We are ready to do so openly.
[Presenter] Prabhaker said that the change of name of the Nepalese Army has not led to any change in its culture and called on the corrupt [army officials] to be punished. 
Source: Kantipur Television, Kathmandu, in Nepali 1315 gmt 3 Jun 06
Load-Date: June 3, 2006
End of Document"
"2948",20045094,"Title: Southern Indian state offers three-month ceasefire to Maoist rebels.rtf; Date: June 16, 2004 Wednesday; Text: The southern Indian state of Andhra Pradesh offered a three-month ceasefire to Maoist guerrillas Wednesday, paving the way for the start of peace talks with the outlawed rebels, officials said.
State Home Minister K. Jana Reddy offered the ceasefire a day after the People's War Group (PWG) demanded a truce as a prelude to talks to end their decades-long insurgency which has claimed thousands of lives.
""By stopping the combing (search) operations, the government is already implementing a virtual ceasefire. However, in response to the PWG's proposals, the government suggests a three-month (ceasefire) period,"" Reddy told a news conference in the state capital Hyderabad.
Reddy however said said his newly-formed state government was not lifting a ban imposed on the PWG by the previous state administration of ousted chief minister Chandrababu Naidu.
""This matter will be considered at a later stage,"" he said, adding that his government was also accepting the PWG's demand for safe passage for its representatives taking part in peace talks.
The group is also pressing for the formation of a panel to monitor the ceasefire's implementation.
""My government is also ready to set up such a committee to monitor the implementation of the ceasefire, as suggested by the Maoist organisation,"" the minister said.
Wednesday's unilateral ceasefire is the first since 1989 when the then administration halted a crackdown against the leftwing insurgents.
The truce, however, collapsed within a year with Andhra Pradesh accusing the PWG of using the lull in police action to regroup in the region's impoverished countryside.
In June 2002, then chief minister Naidu opened talks but they collapsed after a few rounds when his government refused to accept demands for a ceasefire.
Some 10,000 people have died in Andhra Pradesh in the past 30 years as the guerrillas, who claim to represent the poor, have waged their insurgency against wealthy landowners and the government.
The state government of Chief Minister Y. S. Rajasekhara Reddy vowed after taking office last month to try to end the bloodletting through talks with the guerrillas, who are suspected to have links with Maoist rebels in Nepal.
Andhra Pradesh is now governed by India's ruling Congress party.
str-pc/mtp
India-politics-Maoist-ceasefire
Load-Date: June 17, 2004
End of Document"
