"","doc_id_number","text"
"3203",2004104,"Title: Nepal to eliminate child labor by 2014.rtf; Date: December 21, 2004 Tuesday 11:01 PM EST; Text: The Nepali government has a 10- year master plan to eliminate all forms of child labor by the year 2014, a senior official said here Tuesday.
    The government has also planned to emancipate 127,000 children  involved in the worst form of child labor by 2008, Narayan Prasad  Silwal, secretary at the Ministry of Labor and Transport  Management, told reporters. 
    According to a survey conducted by the ministry, there are 2.6  million child labors in Nepal. The largest number of them, figured 55,600 are engaged as domestic labors, while 4,200 are in carpet  industries, 4,000 in the streets, 46,000 are child porters, 12,000 have been trafficked and 17,000 are bonded labors.
    The survey shows that 14,000 children are involved in unpaid  jobs and 278,000 get paid less than they deserve. Only 6.4 percent of the total child labors have got opportunity for education.
    Nepal ratified the Convention on the Rights of the Child in  1990, one year after it was adopted by the United Nations General  Assembly, and has also signed tow optional protocols on the  involvement of children in armed conflicts and the sale of  children, child prostitution and child pornography, which were  adopted in 2000 and came into force in 2002.  
Load-Date: December 21, 2004
End of Document"
"4435",20067010,"Title: Nepalese communist rebel leaders freed from Indian jails.rtf; Date: November 30, 2006 Thursday 1:36 PM GMT; Text: Two senior Nepalese communist rebels were freed from Indian jails on Thursday years after they were arrested on separate charges, news reports said.
Mohan Vaidya, who is among the top five Maoist rebel leaders, and Chandra Prakash Gajurel, a Maoist member, were freed on Thursday after months of pleading with the Indian government.
The independent Kantipur radio station said the two were expected to reach Nepal later in the evening.
Vaidya was arrested in the northeast Indian city of Silguri while he was receiving eye surgery in 2004 and Gajurel was picked up at the airport in Chennai in South India the same year while trying to board a plane. Gajurel was moved later to Silguri.
Maoist rebels had been asking the Indian government to free them since they declared a cease-fire and began talks with the Nepalese government earlier this year.
Maoist leader Prachanda visited India earlier this month where he urged leaders to help secure their release.
The rebels routinely hid in India during the years when they were fighting the government. Nepalese citizens do not require any documents to cross the border and it was easy for them to slip across the border to hide or get medical aid.
The Maoists are no longer deemed terrorists and are scheduled to join an interim Parliament and interim government soon after they ended their decade-old insurgency.
Under the peace agreement signed between the government and rebels earlier this month, thousands of rebel fighters are to be confined in U.N. monitored camps and their weapons locked up until elections next year.
Load-Date: December 1, 2006
End of Document"
"1133",20033297,"Title: AP interviews_ Indian air force upgrading bases in case of another war with China.rtf; Date: October 14, 2003 Tuesday; Text: While Indian and Chinese politicians try to settle border disputes and increase trade, the Indian air force worries about China's spreading influence and is installing surface-to-air missiles at bases that would be the first defense in case of war.
Air force commanders in eastern India are wary, but then, that's their job. They told The Associated Press this week about a sequenced plan to deactivate and refurbish the Kalaikunda and Hasimara air bases in West Bengal state and Tezpur in Assam over the next few months.
Squadrons from each base will move to another during the upgrading of runways, installing of precision approach radars and improving of air traffic control equipment. The airmen have already been moved out of Kalaikunda.
The improvements include the induction of surface-to-air missiles at the eastern bases, a top Indian air force officer told the AP on condition of anonymity.
India shares its eastern borders with China, Nepal, Bhutan, Bangladesh and Myanmar, but it has fought a war with only one of those countries, China, in 1962. There was also a limited frontier clash in 1986.
""We are concerned about the strategical encircling of India by China, which wants to have an influence over the Indian Ocean,"" said Air Commodore K.K. Nowhar, commander of India's Hasimara air base, 700 kilometers (435 miles) north of Calcutta.
""It's important to remember China says often the Indian Ocean is not India's ocean,"" Nowhar said in an interview Monday.
""The Hasimara air base is strategically important as it is the nearest to the Chinese border and can take out the Chinese airfields in and around Tibet the first thing,"" in case of war, Nowhar said.
The improvements of the air bases will ensure that all of India's top-line fighter aircraft can operate from them, he said.
Following their 1962 border clash, India and China remained wary for decades. Indian Defense Minister George Fernandes said at the time the nation tested nuclear weapons in 1998, that ""China is enemy No. 1.""
Only this year have they have taken important steps in settling one part of their long, disputed border. They agreed to open a highway across the frontier in the Buddhist majority region of Sikkim after a visit by Indian Prime Minister Atal Bihari Vajpayee to Beijing in June. China recently dropped from a government Web site a reference to the Indian state of Sikkim as a separate country.
Yet, during Vajpayee's visit to Beijing, the Indian foreign ministry said, a Chinese army patrol had entered Indian territory in the state of Arunachal Pradesh and briefly taken Indian soldiers prisoner.
China claims 90,000 square kilometers (34,750 square miles) of land in Arunachal Pradesh. India says China still holds 38,000 square kilometers (14,670 square miles) of its territory at Aksai Chin in Kashmir.
India and China are among the world's fastest growing economies and both countries aim to double their bilateral trade to US$10 billion by 2004.
India's exports to China are increasing at about 100 percent annually. The two countries are also increasingly co-operating on international issues such as the situation in Iraq and negotiations at the World Trade Organization.
Encouraged by their improving relations, India and China want to start negotiations on a possible free trade area, The Times of India reported this week.
Load-Date: October 15, 2003
End of Document"
"2632",20042035,"Title: At least three Maoists said killed in southeastern Nepal(2).rtf; Date: September 3, 2004, Friday; Text: Text of report by Nepalese Kantipuronline.com web site on 3 September
 Kathmandu, 3 August month as published : At least three Maoists were killed in security action in Siraha District southeastern Nepal Friday 3 September morning.
 Our Siraha correspondent, quoting security sources, reports three Maoists were killed in retaliatory action as they hurled socket bombs on the forces while patrolling the area.
Kantipuronline.com web site, Kathmandu, in English 3 Sep 04
Meanwhile, forces have released 30 people who were not found guilty of involving in Maoists' activities in Kanchanpur District far western Nepal . Two weeks before, forces had detained over four dozen people from Krishnapur VDC village development committee area in Kanchanpur District, suspecting them of being Maoists.
 Chief District Officer Dhurba Wagle stated that all the people were freed after the investigation.
 According to reports, people hailing from Jogbuda area of the adjoining Dadeldhura District were made captives by the Maoists and were taken in Kanchanpur for militant training. Sources further said that 17 others were undergoing investigation and would be soon freed if proved innocent.
Load-Date: September 3, 2004
End of Document"
"1105",20031380,"Title: Solo record speed climb on Mount Everest delayed.rtf; Date: May 20, 2003 Tuesday; Text: An attempt on the record for the fastest climb of Mount Everest by Nepalese mountaineer Lhakpa Gelu Sherpa has been delayed for technical reasons, a medical worker at the base camp of the world's tallest mountain said Tuesday.
Luanne Freer, who is working at a medical camp run by the Himalayan Rescue Association (HRA), sent a message to her headquarters in Kathmandu saying that delays to the clearing of the route to the summit and the fixing of ropes above South Col camp had promped the climber to delay his attempt.
Lhakpa is out to break the record of 16 hours 56 minutes set by Babu Chhiri in 2000.
""Lhakpa is confident of accomplishing the speed climb feat in between 12 and 15 hours,"" Freer said in her message.
The president of the Nepal Mountaineering Association (NMA), Ang Tshering Sherpa, told AFP he would prefer conditions to be perfect and the route well-trodden by the hundreds of other climbers expected to make an assault on the summit in the next few days before Lhakpa sets off.
""After the use of the route above the South Col to the summit by many climbers, the snow on the passage would be properly set and hardened,"" he said.
Many climbers were Tuesday waiting at camp four, situated on South Col at a height of about 7,985 metres (26,194 ft), waiting for good conditions before heading towards the summit, Freer added.
An official of the mountaineering divison of the Nepalese Ministry of Tourism said other reports from the base camp indicated ropes were being put in place to allow teams to begin their final summit bid late Tuesday night.
kms/bp/bro
Nepal-Everest-record
Load-Date: May 21, 2003
End of Document"
"6889",20081054,"Title: Nepal Maoists make public _common minimum programme_.rtf; Date: Supplied by BBC Worldwide Monitoring; Text: August 3, 2008 Sunday
Text of report headlined ""Maoist common minimum programme public"" published by Nepalese newspaper Rajdhani on 3 August
Kathmandu, 2 August [Saturday]: The Communist Party of Nepal (Maoist) has made public a 50-point common minimum programme [CMP] to form a government of national consensus. The Maoists made public the CMP at their meeting with 24 other parties at the Maoist parliamentary party office in Singha Durbar [central secretariat] on 2 August. The parties have said they will first discuss the Maoist proposal before endorsing it. Maoist spokesperson Krishna Bahadur Mahara said the parties will give their view on the CMP at the next meeting of the 25 parties.
Nepali Congress representative at the 2 August meeting, Arjun Narsingh KC, said the CMP does not mention Maoists' responsibilities and is not clear about how the peace process and the constitution writing process will be taken to a conclusion in accordance with the past agreements reached between the Maoists and other parties.
He said his party informed the Maoists that the three Maoist conditions [the alliance among the Nepali Congress, Communist Party of Nepal-Unified Marxist Leninist [CPN-UML] and Madhesi People's Rights Forum should break down; the parties should not topple Maoist government for at least two years; the CMP should reflect majority Maoist agenda are not acceptable. He said the Maoists did not consult the Nepali Congress before making public the CMP.
CPN-UML leader Bhim Rawal, who was present at the meeting said his party will make its view public only after studying the draft CMP presented by the Maoists.
The CMP expresses commitment to national independence, territorial integrity and inclusive multi-party democratic system and lasting peace.
""Nepal's foreign policy will be redefined in line with the changed political situation and the objectives of a democratic republic, and the functioning of the foreign service and Foreign Ministry will be restructured on the basis of the country's current needs,"" the CMP reads.
The CMP also says the property of the former king and his family members that were misappropriated from state coffers and hidden inside and outside the country will be identified and nationalized.
The CMP by Maoists also says radical changes will be made in the judiciary and small loans taken by the victims of natural disaster and the conflict, small farmers, who are below the poverty line, and small-scale entrepreneurs will be waived. The draft CMP also speaks about restructuring the National Planning Commission.
The CMP speaks about strengthening the Commission for the Investigation of Abuse of Authority to make corruption control mechanism effective through public cooperation and participation. However, the form of public participation is not clear.
The CMP speaks about revolutionary land reforms, ending feudal ownership of land, bringing about industrial peace and creating special atmosphere for investment and punishing the wilful defaulters.
The CMP says education up to higher secondary level and employment are people's basic rights and the rights shall be guaranteed, the country shall be declared free from ""untouchability"" (caste discrimination) and the disabled and senior citizen aged 70 will be provided allowances.
The CMP also speaks about providing loans without collateral to those aspiring to engage in self-employment. It also speaks about preparing a database of unemployed people in the country and constituting a powerful National Muslim Commission.
Source: Rajdhani, Kathmandu, in Nepali 03 Aug 08
Load-Date: August 3, 2008
End of Document"
"3008",20045207,"Title: A bloody war for power leaves Nepal powerless.rtf; Date: August 26, 2004 Thursday 3:19 AM GMT; Text: Trekking his way up one of the steep forested hills of central Nepal, schoolteacher Lumnath Lamichanne was pounced on by five men with knives and hammers who slashed his body and left him for dead.
Lamichanne knew the aggressors -- Maoist rebels angered he belonged to a rival teachers union. But eight years after the attack, no one has been punished; the police and courts told him they had no power to prosecute suspects in their midst.
Countless stories like Lamichanne's are heard across the Himalayan kingdom, where a bloody war for control between the government and rebels opposed to the monarchy has shattered any semblance of order.
""There are army checkpoints and you feel secure for a moment. But once you move away then all is up for grabs,"" said Lamichanne, whose legs still bear the scars from the attack.
Some 10,000 people have died since 1996 in the increasingly deadly conflict. The rebels, who are inspired by Chinese revolutionary Mao Zedong and Peru's ruthless Shining Path, claim to have set up parallel governments in the countryside that serve Nepal's impoverished rural majority.
But it remains unclear whether either side is actually in power with skirmishes reported daily throughout the Himalayan nation wedged between China and India.
""There is no parallel government in Maoist areas. The reality is anarchy,"" said Subodh Pyakurel, who heads a leading Nepalese human rights group, the Informal Sector Service Center.
A Western diplomat in the capital Kathmandu said the frequently cited figure that the rebels were present in 80 percent of the kingdom was misleading.
""Eighty percent doesn't mean they're in exclusive control; the army can also move in those areas. Eighty percent is effectively no man's land,"" the diplomat said.
""The only regular activity of these parallel governments seems to be Maoists extorting money. It's not as if they're providing public services of any kind. There are kangaroo courts that hear complaints but there is no systematic form of justice,"" the diplomat said.
But the diplomat said the military also had limited influence in vast stretches of Nepal, whose rugged terrain and vast diversity have always limited central government influence.
The Maoists have attempted to wipe out whatever symbols of Kathmandu were in the countryside, trashing power plants, bridges and government offices.
The rebels also tried with moderate success to show their power in Kathmandu by ordering a blockade against traffic entering and leaving the capital for a week this month.
In a country so hetereogenous that some 120 languages are indigenous, Lamichanne's city of Gorkha is exceptional in its influence.
Besides being the namesake of the kingdom's most famous human-resource export, the Gurkha regiment of the British military, the city 150 kilometers (95 miles) west of Kathmandu is the ancestral home both of King Gyanendra and the Maoists' top ideologue and negotiator Baburam Bhattarai.
Krishna Pokharel, a teacher trainer, was Bhattarai's roommate in the 1960s at a Christian missionary school here. And Pokharel knew an agriculture teacher at a local school named Pushpa Kamal Dahal -- before he went underground and became Comrade Prachanda, or ""The Fierce One,"" supremo of the Maoists.
So who does Pokharel think holds the upper hand in what could be as representative as towns get in Nepal?
""People want to be aloof from both sides. When the king comes, ordinary people attend functions because they're compelled. And when Baburam came in the past, the Maoists forced people into activities,"" Pokharel said.
The lack of order has been felt by Pokharel. He said he has remained on good terms with Bhattarai, who wrote him letters when he was not in hiding.
But in his classroom, Pokharel showed bullet holes from two unsuccessful attempts to kill him. He believed the attacks were carried out by Maoists angered that he questioned the strength of his former roommate's ragtag army.
Despite the bloody attacks carried out by the Maoists, its two top leaders showed little signs of violence before their revolutionary days, according to Pokharel. 
He remembered Bhattarai, who went on to be an engineer, as a quiet perfectionist who would nudge him in class to express opinions he was too reserved to voice himself.
""Baburam was very ambitious. He always wanted to be the best. If he had joined the Nepali Congress,"" a top mainstream party, ""he would have been a small leader but with the communists he can be a supreme leader,"" Pokharel said.
""If the government really wanted to solve this problem, they could kill Prachanda and Baburam. But they don't want to, because so long as this problem is there they can use it to justify their own quest to expand power,"" he said.
Load-Date: August 26, 2004
End of Document"
"2361",2004271,"Title: Nepal airstrip reduced to ad-libbing contacts with pilots.rtf; Date: October 12, 2004, Tuesday; Text: Excerpt from report by Arjun Shah by Nepalese newspaper Kathmandu Post via Kantipuronline.com web site on 12 October
 Kolti, Bajura District, far western Nepal , 11 October: After Maoist rebels destroyed the control tower and office buildings of the Civil Aviation Authority here in Kolti on 8 March 2002, the control room has been shifted to a tiny rented room of a local house, causing peril for flights coming in and going out of Kolti airstrip.
 The control room staff has to communicate manually with pilots and the control tower by popping out from a window, from where the view of the runway is not clear at all. There are no instruments to gauge and forecast the weather, nor any safety equipment in case of any untoward incident or emergency.
Kathmandu Post via Kantipuronline.com web site in English 12 Oct 04
""We have to inform pilots about weather conditions after looking at the sky, and information on air pressure is provided after checking how much the leaves on a nearby tree shake,"" said an official, revealing the inherent danger of plane travel here.
 With the announcement of the state of emergency in the country, the security forces guarding the airfield were relocated to the district headquarters Martadi. Maoist rebels, who were looking for just such an opportunity to cut off the area from the rest of the country, damaged all the buildings by bombing them.
 Locals heaved a sigh of relief when security force personnel were redeployed for the security of the airfield on 27 April 2003 and flights to Kolti airstrip, though few and far in between, resumed.
 ""Although a few private airlines and chartered flights have risked landing planes here, a hundred per cent safety factor cannot be assured in the lack of required equipment and office building,"" according to one of the office staff.
 ""We have had narrow escapes a couple of times as information we provided was not accurate and quite different from what was actually happening on the runway, which in any case was most often misunderstood by the pilots, "" said Bal Kumar Singh, chief of the control tower office here in Kolti.  passage omitted
 ""The government's apathy towards the gravity of the case has resulted in a worrisome flight for passengers flying in here,"" a local accused.
 Further, to add to the locals' woes they have had to pay very high fares to private airlines companies, as a result of the inconsistent and irregular flight schedules of the state-run Royal Nepal Airlines Corporation.
Load-Date: October 12, 2004
End of Document"
"1814",20043262,"Title: Thousands Protest Against Nepal King.rtf; Date: March 5, 2004 Friday; Text: About 10,000 demonstrators marched through the streets of the Nepalese capital Friday, the latest protest against the king for dismissing an elected government and replacing it with one loyal to the monarchy.
The protesters, who remained peaceful as hundreds of riot police kept watch, also want immediate parliamentary elections.
Similar marches have ended in violent clashes between police and the demonstrators.
Nepal has been hit by political turbulence since King Gyanendra fired Prime Minister Sher Bahadur Deuba in October 2002, accusing him of incompetence and failing to control an insurgency.
The rebels, who claim to be inspired by Chinese revolutionary leader Mao Zedong, have been fighting since 1996 for a communist state. More than 8,500 people have been killed.
The king has ignored the protesters demands.
Load-Date: March 6, 2004
End of Document"
"4190",20053048,"Title: Nepal 's rebels say they will halt attacks on civilians.rtf; Date: June 20, 2005 Monday 8:53 AM GMT; Text: Nepal's Maoist rebel chief on Monday announced a halt to attacks against unarmed civilians until further notice and said the party is prepared to join political parties opposing King Gyanendra.
The move follows widespread criticism of the rebels after they blew up a bus two weeks ago killing 36 people -- mainly civilians -- in an incident they later acknowledged was a ""grave mistake"".
""Our party has issued special instruction to its entire party rank and file, the people's liberation army and all organs of the new people's government to halt physical action against unarmed individuals until further decision,"" said Maoist party chairman Pushpa Kamal Dahal, also known as Prachanda.
""The party has instructed them not to take physical action against unarmed individuals, regardless of whatever crimes they might have committed,"" he said in a statement received here Monday.
""Never has it been our party policy to use force against any innocent and unarmed political workers or general public,"" the statement said. ""We have effective measures to ensure that such mistakes do not recur in the future.""
Prachanda hailed an alliance formed by seven political parties who have been sidelined since Gyanendra seized absolute power on February 1, claiming the elected government had failed to end the nine-year insurgency in which some 11,000 people have died.
""The seven parties have, though belatedly, expressed their commitment to end autocratic regime, set up full-fledged democracy and even go to the extent of constituent assembly election which our party hails as a step forward,"" Prachanda said.
""Our party is ready to work in ... with the seven parties to launch an effective and joint movement to end the autocratic regime,"" he added.
The seven parties have been demanding the reinstament of the disbanded parliament and the restoration of democracy in Nepal.
Load-Date: June 21, 2005
End of Document"
