"","doc_id_number","text"
"2222",20042713,"Title: Nepal to _leave no stone unturned_ in Iraq hostage release efforts.rtf; Date: November 3, 2004, Wednesday; Text: Text of report by Nepalnews.com web site on 3 November
 Yunus Kabari, the Nepali national among six people taken hostage in Baghdad on Monday 1 November , may be a resident of eastern terai plains district of Siraha, officials said.
 Kabari, which sounds like a Muslim name, was working as a coffee boy at the Baghdad office of Saudi Arabian Trading and Contracting Company in Iraq.
Nepalnews.com web site, Kathmandu, in English 3 Nov 04Charge d' Affaires at the Royal Nepalese embassy in Saudi Arabia Lok Bahadur Thapa said he visited the head office of the company at Riyadh Monday and requested them to provide more details about their Nepali staff.
 Kabari was abducted at gunpoint by an unknown group of assailants in the Al-Mansur district of Baghdad Monday afternoon. The whereabouts of the group remains unknown as yet. ""We haven't heard anything from the group as yet and we don't know their intentions,"" reports quoted Shyamanand Suman, Royal Nepalese ambassador in Doha, Qatar, as saying.
 Suman had played an active role in trying to establish contact with Al-Ansar al-Sunnah, the Islamic extremist group that abducted 12 innocent Nepalis in August this year and later slaughtered them without making any demands. Nepali authorities were subject to popular anger and criticism for failing to establish contacts with the insurgent group.
 This time around, top Foreign Ministry officials have said they will leave no stone unturned to locate and ensure safe release of the Nepali citizen. Nepal government has appealed to the international community and requested the Indian embassy in Baghdad to help in this matter.
 Nepal doesn't have diplomatic representation in Iraq and has prohibited Nepalis to go and work in the war-ravaged country. But thousands of Nepalis are said to be working within Iraq, mainly as construction workers, security guards and domestic helps, risking their lives.
Load-Date: November 3, 2004
End of Document"
"4241",20051616,"Title: Nepal provides financial aid for families of Nagarkot shooting victims.rtf; Date: Supplied by BBC Worldwide Monitoring; Text: December 22, 2005 Thursday
Text of report by Nepalese state-owned newspaper Gorkhapatra website on 22 December
Bhaktapur, 21 December: The Bhaktapur, Lalitpur and Kathmandu DDCs [district development committees] have provided a financial assistance of 3,000 rupees each to the persons who sustained injuries in the incident that took place at Kalikadevi Temple of Nagarkot recently. 
The relief assistance was handed over to the persons at Birendra Military Hospital today. Altogether 16 of the 19 persons injured in the incident are undergoing treatment at the Hospital. Apart from the assistance on behalf of the DDC, the chairmen of the three DDCs also handed over cash on their own behalf, it is learnt. The DDCs have also decided to provide financial assistance to the family members of those killed in the [sentence incomplete as carried].
Source: Gorkhapatra website, Kathmandu, in English 22 Dec 05
Load-Date: December 22, 2005
End of Document"
"3626",20051582,"Title: Nepalese army recovers one body, weapons from Maoist site after clash.rtf; Date: Supplied by BBC Worldwide Monitoring; Text: December 19, 2005 Monday
Text of report by Nepali daily Gorkhapatra on 19 December 
Pokhara, 18 December: The security forces have recovered the dead body of a female member of the terrorist organization, Rachana KC, during a search operation carried out after a shoot-out between security forces and terrorists at Indragauda, Gulmi District [west Nepal].
According to a press release issued by the Royal Nepalese Army (RNA) Western Divisional Headquarters, Fulbari barracks, the shoot-out took place after the Maoist terrorists, hiding in different areas, suddenly opened fire targeting the security forces on a routine patrol. The terrorists fled the clash site after the brief shoot-out.
The security forces also seized two light machine guns, 150 rounds of 7.62 mm bullets, a cache of socket bombs, backpacks and sleeping bags used by the terrorists, an album containing photographs of the terrorists and terrorist documents from the clash site.
Meanwhile, the security forces conducting routine patrols in Chhipun village, Karanswora and Dhungethanti areas of Syangja District [west Nepal] confiscated a cache of socket bombs, combat fatigues, explosives, improvised explosive devices, cordless telephones, sleeping bags, logistics goods, and terrorist documents, the RNA states. The RNA, Western Divisional Headquarters at Fullbari, also displayed various goods confiscated from the terrorists during a meeting organized here today.
Source: Gorkhapatra, Kathmandu, in Nepali 19 Dec 05, p1
Load-Date: December 19, 2005
End of Document"
"7715",20114763,"Title: Nepal improves score ranking.rtf; Date: September 7, 2011 Wednesday; Text: KATHMANDU: Nepal improved its score to 3.47 to climb up to 125th position - among 142 economies - from last year's score of 3.36 and 130th position among 139 economies.
According to the Global Competitive Report 2011-12 released today by World Economic Forum globally, the country has improved in macroeconomic environment and health, though its needs to have a lots of improvements in institutions and infrastructures - the two key pillars of the index among the 12 pillars based upon which the score is calculated.
""However, Nepal still falls under factor driven country category that needs to focus on first four pillars - institutions, infrastructure, macroeconomic environment and health and primary education,"" said national coordinator of the World Economic Forum survey team in Nepal Ramesh Chandra Chitrakar.
Under the first pillar - institutions - government's attitude towards market also plays key role and under second pillar - infrastructure - market integration to reduce cost to the market is key, which has pulled Nepals overall score.
""The importance of pillar and focus depends on the stage of the country,"" he said, adding that the per capita income and mineral exports decide the category.
There are 37 economies like Nepal that fall under the factor driven category that have their per capita income below $2,000. The economies that have between $3,000 and $8,999 per capita income fall under efficiency driven category which has 28 countries and the economies that have over $17,000 per capita income fall under the innovative driven category that has 35 countries.
Nepal's GDP stands at $15.8 billion with $562 per capita income, according to the report.
The report has identified government instability, inefficient government bureaucracy, policy instability, corruption and indequate supply of infrastructure as five most problemetic factors for doing business, which was similar to last years report.
The Global Competitiveness Report's competitiveness ranking is based on the Global Competitiveness Index (GCI), developed for the World Economic Forum by Sala-i-Martin and introduced in 2004.
The GCI comprises 12 pillars - institutions, infrastructure, macroeconomic environment, health and primary education, higher education and training, goods market efficiency, labour market efficiency, financial market development, technological readiness, market size, business sophistication and innovation - of competitiveness that together provide a comprehensive picture of a country's competitiveness landscape.
The rankings are calculated from both publicly available data and the Executive Opinion Survey - a comprehensive annual survey conducted by the World Economic Forum with its network of Partner Institutes. ""In Nepal, (Centre for Economic Development and Administration (CEDA) is the partner that has been releasing the report since 2006.
This year, over 14,000 business leaders were polled in a record 142 economies. In Nepal some 103 small (with less than 20 employees), medium (between 20 and 50 employees) and large (with over 50 employees) industries were polled for the survey that is designed to capture a broad range of factors affecting an economy's business climate.
As usual Switzerland still leads the world in competitiveness because of innovation and labour market efficiency, whereas Singapore came second and Sweden third.
The United States ranked fifth, falling for the third year in a row.
The United States has good universities, is strong in research and development and has a big economy and a flexible workforce, the report said, adding that the business community, however, continues to be critical toward public and private institutions.
The South Asian ranking
Sri Lanka - 52
India - 56
Bangladesh - 108
Pakistan - 118
Nepal - 125
Load-Date: September 8, 2011
End of Document"
"2231",20043362,"Title: AFP Asia-Pacific news agenda(11).rtf; Date: September 16, 2004 Thursday 2:55 AM GMT; Text: Asia-Pacific news highlights for Thursday:
+ Asia dominates US blacklist of top religious 
freedom violators
+ Chinese Communist Party Central Committee
plenum opens
+ Pakistan braces for confrontation with Islamists
as President Musharraf decides to keep army job
+ Foreign diplomats in North Korea set off to 
inspect site of last week's mystery blast
See also: Asia-press-comment, Asia-press-headlines, SAsia-press-headlines
BANDA ACEH, Indonesia: Watching developments in Aceh province where rebels recently confirmed the first death of a senior commander since Indonesian forces began a major offensive against them last year (Indonesia-Aceh).
BANGKOK: Monitoring outbreak of bird flu that has killed nine people in Thailand (Health-flu-Thailand)
BEIJING: Communist Party plenum scheduled to get underway, the most important event in the country's political calendar, amid speculation of an internal power struggle (China-politics)
Foreign diplomats leave Pyongyang for the site of last week's mystery explosion in a remote part of North Korea (NKorea-blast)
Tracking developments on the fate of six-party North Korean nuclear talks following a flurry of diplomacy (NKorea-nuclear-talks)
Beijing welcomes the blocking of Taiwan's bid to join the United Nations and condemns the countries that supported Taiwan for ""grossly encroaching"" of China's internal affairs (China-UN-Taiwan) 
Seeking reax after China is named by United States as a top violator of religious freedoms (China-religion-US)
World Health Organization's Regional Committee for the Western Pacific meets in Shanghai as bird flu threatens to bounce back in the region (Health-WHO-China)
Foreign ministry holds regular briefing at 0645 GMT.
Tennis: Fourth day of China Open (Tennis-CHN). Pictures.
COLOMBO: Norway's special envoy Erik Solheim holds talks with Sri Lankan leaders as part of a fresh effort to jumpstart stalled peace talks with Tamil Tiger rebels (SriLanka-Tamil-Norway)
DHAKA: Following up after Dhaka is hit by the heaviest rains in half a century (Bangladesh-weather)
HANOI: Seeking reaction to Vietnam being included in list of ""countries of particular concern"" in the US State Department annual report on religious freedom (US-religion-Vietnam)
HONG KONG: Government to release June-August employment figures (HongKong-economy).
Following up stories on pro-Beijing and pro-business political parties' support for unpopular anti-subversion bill which was shelved after half a million people took to the street last year and opposed it. (HongKong-China-politics)
Moving a feature examining how the Democratic Party, the bedrock of the democracy movement, has been left in disarray by poll losses and blunders (HongKong-vote-democrats).
ISLAMABAD: Following up President Pervez Musharraf's decision to stay as chief of the army despite an agreement with powerful Islamic parties alliance to give up the post by the end of December this year (Pakistan-politics)
Reporting on Pakistan army's operation against Al-Qaeda linked militants in northwestern tribal area bordering Afghanistan (Pakistan-Afghanistan-attacks-Qaeda)
JAKARTA: Third and final day of campaigning for Indonesia's presidential elections (Indonesia-vote).
Following police hunt for suspects in a suicide bomb attack on the Australian embassy (Indonesia-attacks). 
Verdict in the trial of Ismail, accused of helping to transport chemicals used in last year's JW Marriott suicide bombing in Jakarta (Indonesia-attacks-hotel).
Verdict in defamation case against three journalists from Tempo magazine (Indonesia-media).
KABUL: Watching situation after an Afghan court sentenced three Americans to between eight and 10 years in prison for illegally running a private jail and torturing suspects in a ""private war on terror"" (Afghanistan-US-crime)
KATHMANDU: Following up after Nepal's pro-Maoist trade union calls off a strike that stopped work at 47 major companies across the country for almost a month. (Nepal-Maoist-strike)
KUALA LUMPUR: Monitoring development of bird flu disease after the entire Kelantan state was placed under quarantine (Helath-flu-Malaysia)
Moving an analysis of outlook for Malaysian politics after release from prison of former deputy premier Anwar Ibrahim. (Malaysia-Anwar)
NEW DELHI: Reporting on general strike called by Kashmiri hardliners after separatist leader gunned down by unknown attackers (India-Kashmir-unrest)
Moving feature on how chefs in Indian Kashmir are cracking down on  wasteful wedding feasts after a government attempt flopped (India-Kashmir-marriage)
N.R. Narayana Murthy, chairman of India's second largest software exporter Infosys Technologies, to address a banking conference in Bangalore (India-banking-technology) Pictures
Strand Genomics, a Bangalore-based biotechnology company, to hold a press conference in Bangalore to announce a strategic alliance (India-biotech) Pictures
NUSA DUA, Indonesia: Fourth day of the 11th Wismilak International WTA ten"
"347",20031616,"Title: Mock hijacking at Delhi airport gives security forces anxious moments.rtf; Date: September 20, 2003 Saturday; Text: Commandos ringed an airplane at the New Delhi airport they thought was being hijacked Saturday only to find it was a false alarm meant to test their alertness, officials said.
The aircraft of state-owned Alliance Air was carrying 127 passengers from central India to New Delhi when the pilot flashed a hijack alert to air traffic control in the Indian capital.
Commandos surrounded the aircraft but then were told it was only an exercise, the second false alarm in as many months.
""We carried out the drill to check the alertness of security forces,"" Civil Aviation Secretary K. Roy Pal was quoted as saying by the Press Trust of India news agency.
On August 20, troops surrounded a plane at New Delhi's airport that was about to leave for troubled Indian-administered Kashmir after the pilot falsely alerted that the flight was being hijacked.
The 57 passengers and seven crew members were taken off the plane of state domestic carrier Indian Airlines but after the initial panic, authorities realised there was no security threat.
Indian airports have been heavily guarded since an Indian Airlines plane bound for New Delhi was hijacked in 1999 from Nepal's capital Kathmandu and taken to Afghanistan, then under the rule of the hardline Taliban regime.
The passengers of the plane bound for New Delhi were released after India agreed to release three prominent Islamic militants from its jails.
er/sct/lg
India-plane
Load-Date: September 21, 2003
End of Document"
"3958",2005381,"Title: 2 soldiers shot dead in western Nepal.rtf; Date: June 19, 2005 Sunday 1:15 AM EST; Text: The anti-government guerrillas  on Saturday shot dead two army soldiers in western Nepal, an army  official said here Sunday.
    ""A group of three-member rebels Saturday afternoon shot dead  two securitymen at a market in Arughat area of Gorkha district,""  the army official said on condition of anonymity.
    The decreased were unarmed and in off-duty when killed, he  noted, adding, ""They were buying cosmetics at a shop in the market. ""
    Both of them were working at the Royal Nepal Army security base camp at Arughat.
    Over 12,000 Nepalese people have been killed since the anti- government insurgency took place in the Himalayan kingdom in  February 1996.  
Load-Date: June 20, 2005
End of Document"
"7242",20092244,"Title: Nepalese cabinet to hold Everest meeting.rtf; Date: December 4, 2009 Friday 3:29 AM GMT; Text: Nepalese ministers prepared Friday to fly to a remote mountain plateau in the shadow of Everest for a high-altitude cabinet meeting to highlight the impact of global warming on the Himalayas.
Prime Minister Madhav Kumar Nepal and 22 other ministers underwent medical tests on Friday before being declared fit to travel by helicopter to the Kalapattar plateau, 5,262 metres (17,192 feet) up in the Himalayas.
There, they will take part in a traditional Sherpa prayer ceremony before approving the speech to be delivered by the prime minister at next week's UN climate change summit in Copenhagen.
Scientists say the Himalayan glaciers are melting at an alarming rate and creating huge glacial lakes that threaten to burst, devastating mountain communities downstream.
They warn that the glaciers could disappear within decades, bringing drought to large swathes of Asia, where 1.3 billion people depend on rivers that originate in the Himalayas.
Organisers of the trip said weather conditions were favourable for the event, which comes after ministers in the Maldives held an underwater meeting in October to highlight the dangers of rising sea levels.
""We have clear blue skies and low wind this morning so we will start early,"" Suman Pandey told AFP.
""The ministers will remain at the meeting place for around 20 minutes before returning.""
Helicopters have already ferried in a team of doctors and medical equipment to the remote Kalapattar plateau and each minister has been given an oxygen cylinder and face mask in case they get into difficulties.
dds-cc/txw
Load-Date: December 4, 2009
End of Document"
"5905",2007980,"Title: Nepal court opens key assembly election for contest by 'royalists'.rtf; Date: September 27, 2007 Thursday 3:12 PM GMT; Text: Nepal's Supreme Court on Thursday annulled an election law that bars people implicated in cases of human rights abuses during King Gyanendra's regime from contesting an election for a key constituent assembly in November.
In a verdict to writ petitions filed by former ministers and administrators who served under the monarch's direct rule from Feb. 1, 2005, to April 24, 2006, the top court nullified the election law saying it contravenes the country's interim constitution.
Last year, the government formed a high-powered commission to look into excesses and rights abuses under the royal regime and recommended punishment of those who suppressed the bloody popular uprising against the king in April 2006.
Following its inquiry, the panel implicated 202 individuals, including the king.
In June this year, the interim parliament enacted the law prohibiting royalists found guilty by the investigation panel from contesting the assembly election.
Kamal Thapa, one of the petitioners and a former minister who served under the royal regime, hailed the ruling as ""democratic.""
""Given a free and fair election, the royalists would win a majority of seats in the 497-member assembly in the upcoming election,"" said Thapa, former president of a pro-royalist political party.
The assembly will rewrite Nepal's constitution and will decide whether to keep Nepal's 239-year-old monarchy.
The holding of the election, however, remains uncertain following a walkout by Maoist rebels from the government.
The Maoists are demanding that Nepal abolish the monarchy before holding the election.
Load-Date: September 28, 2007
End of Document"
"4238",20051460,"Title: Communist rebels free students abducted from west Nepal village.rtf; Date: November 20, 2005 Sunday; Text: Communist rebels have freed all the high school students they abducted from a village near a major tourist town in western Nepal, their teacher said Sunday.
""All 48 students and two teachers have been freed and arrived home safely,"" said Budhisagar Sapkota, director of Dhurba High School in Lekhnath, about 200 kilometers (125 miles) west of Katmandu.
Sapkota said none of the students were harmed or mistreated while they were with the Maoist rebels but were forced to attend a gathering by the guerrillas.
They were freed on Saturday along with 25 students from neighboring Sitaram High School, who were also taken on the same day.
The students were taken on Tuesday from two schools in the village near the resort town of Pokhara, a popular starting point for tourist treks in the Himalayas.
The rebels - who are fighting to topple Nepal's constitutional monarchy and set up a communist state - are known to hold students for several days to try indoctrinating them with Maoist ideology.
The rebels, who claim to be inspired by Chinese communist revolutionary Mao Zedong, have continued abducting students and villagers despite their promise not to go after civilians during a unilateral cease-fire they declared in September.
Rebel violence in Nepal has escalated since King Gyanendra seized control of the government in February. He said the measure was necessary to quell the communist insurgency, which has killed about 12,000 people since 1996.
Load-Date: November 20, 2005
End of Document"
