"","doc_id_number","text"
"573",20031976,"Title: Pakistan Airlines to resume flights to India in January.rtf; Date: December 11, 2003 Thursday; Text: Just days after Pakistan and India lifted their two-year suspension on air links, Pakistan International Airlines announced Thursday it will begin operating six flights a week to two Indian cities in January.
PIA's marketing director, Kamran Hasan, said the airline also plans to boost its total flights to India to 12 in March, the same number it flew before the ban was imposed due to strained relations.
Beginning the first week of January, the airline will operate two flights each on its Karachi-New Delhi, Karachi-Bombay and Lahore-New Delhi routes, Hasan said.
Earlier this month, as part of confidence-building measures, India and Pakistan agreed to restore airline overflight and landing rights by Jan. 1, two years after the nuclear-armed rivals cut all transportation links amid tensions that took them to the brink of war.
Hasan said PIA, Pakistan's state-run airline, also plans to resume six flights to three other South Asian destinations in January: two to the Bangladesh capital, Dhaka; two to Sri Lanka's capital, Colombo; and two to Nepal's capital, Katmandu. PIA closed these flights because they were too costly when India barred Pakistani overflights in early 2002.
Load-Date: December 12, 2003
End of Document"
"4960",2006566,"Title: Roundup_ Guerrillas atrocities push kids into stone quarries in Nepal by Dhruba Paudel, Wang Haijing.rtf; Date: January 1, 2006 Sunday 9:00 AM EST; Text: The constant threatening of the  anti-government guerrillas to join their outfit coupled with  extreme poverty led many kids from different parts of Nepal to  work in stone quarries in central Nepal.
    Sanjeeb Kumar Bhujel, migrated from eastern Khotang district  because of guerrillas threatening, is an example of those  thousands of kids who is working in stone quarries since last two  years at Agra river in central Dhading district, some 50 km west  of Kathmandu.
    Sanjeeb's 12-year old brother Rabin, a grade seven student also joined his brother quitting his studies since the last two months. ""The guerrillas repeatedly coerced me to join them, thus I had no  way out other than to join my brother,"" Rabin told Xinhua with a  gloomy face.
    Though the guerrillas were all out to get both the brothers  recruited in their group, they were strictly against the idea.  They had to feed the guerrillas at any cost whenever they arrive  at their village. ""The reality is such we were not in a condition  to feed our family for a whole year,"" both the brothers said in a  same voice.
    More than 40 percent of all stone quarry workers are migrants,  according to the study of Concern for Children and Environment in  Nepal (CCEN), a non-government organization working with the kids  of the stone quarries. 
    Many of them came to the city looking for better jobs, even  more fleeing a devastated rural economy and the real possibility  of getting caught in the cross fire of a war between the  guerrillas and the government's security forces since 1996, Bijaya Sainju, chief of CCEN noted.
    Nearly 85 percent of the stone quarry children came to work  there through a parent or family member. Of those parents, more  than 95 percent were illiterate.
    Though some cited the fact that kids are able to work along  with their families as proof that the stone quarry industry is  among the country's more child-friendly sectors, such family bonds are one of the major obstacles to child rights groups seeking to  end under age labor, Sainju noted.
    Many parents from the villages are illiterate, and they don't  see any immediate returns from sending them to school. ""So, they  want their children to work instead of going to school,"" Sainju  noted, adding, ""These stone quarry children are always deprived of their basic rights to education, health, and recreation.""
    It is estimated about 32,000 children now are working in the  stone quarrying industry of Nepal and a majority of them are  between 11 and 13 years of age, Sainju revealed.
    The average age of child laborers in the stone quarries is 12  years, a full year younger than the national average for other  sectors. More than two-thirds of those children worked from nine  to 10 hours every day and still others regularly pulled to 12-hour shifts. ""And it is not uncommon to see children as young as five  working alongside adults,"" Sainju quoted a statistics conducted by the United Nations' Convention on the Rights of the Child, as  saying.
    In 1992, the Nepali government passed the Children's Act with  the highly publicized goal of protecting the rights of all  children and placing a ban on the use of children under the age of 14 in the workplace. 
    The law was later followed up with the Children's Regulation of 1994, and most recently with the Child Labor Prohibition and  Regulation Act passed in 2000.
    On paper, Nepal should be on equal footing with the countries  of Western Europe and North America. But though donor countries  place much pressure upon the governments of the developing world  to sign onto international conventions, such measures have proved  largely unenforceable. And in reality, Nepal currently has one of  the world's worst reputations for child exploitation.
    Gauri Pradhan is president of Child Workers in Nepal, a  pressure group that pushed hard for laws to protect children and  which is now having to work even harder to get them enforced.
    ""The Nepali government is good and progressive at creating laws and ratifying international conventions,"" he said, adding, ""They  are just very bad at implementing them. And children suffer a  great deal because of this.""
    Under age workers now make up a full quarter of the workforce,  contributing at least 10 percent of Nepal's total GDP.
    All of this has led many Nepalis to view international pressure to completely do away with child labor as both impractical and  potentially harmful to the country's overall economic development, Sainju added.  
Load-Date: January 2, 2006
End of Document"
"1971",20044877,"Title: Nepal not to allow anti- Indian activities on soil.rtf; Date: April 7, 2004, Wednesday; Text: The Nepali government on Tuesday reiterated its firm commitment not to permit any anti-Indian activities to be carried out on Nepali soil.
""Nepal is firmly committed not to let any anti-Indian activities to be carried out from its land,"" the Nepali Foreign Ministry said in a statement in response to a  statement issued earlier by the Indian External Affairs Ministry.
The ministry also clarified that the Nepali government has tightened security measures to prevent any ""despicable and intolerable"" anti-Indian activities in the future that adversely affect bilateral relations.
In a statement issued Monday, New Delhi strongly condemned the attack on Indian nationals and properties in Nepal by the Nepalese anti-government guerrillas, in which a number of Indian nationals were seriously wounded and several oil tankers and cargo vehicles were burnt and destroyed.
Load-Date: April 7, 2004
End of Document"
"326",20031821,"Title: Xinhua world news summary at 1630 GMT, Aug. 20(2).rtf; Date: August 21, 2003, Thursday; Text: In a leaflet released early on Wednesday, the group said ""we reiterate our commitment to the approved Hudna (truce), but we assert that every that every Israeli breaching to this agreement would be avenged."" (Palestinians-Hamas-Responsibility)
- - - -
JAKARTA -- A senior Indonesian minister said Wednesday the government would not withdraw its troops and police from the rebellious province of Aceh until the situation there has been fully recovered.
""There is no plan to withdraw or send home soldiers and police officers after a six-month military operation in Aceh,"" Coordinating Minister for Political and Security Affairs Susilo Bambang Yudhoyono said in Aceh. (Indonesia-Troops-Aceh)
- - - -
KATHMANDU -- The third round of peace talks between the Nepali government and the anti-government guerrillas concluded Tuesday evening without any breakthrough as wide gap remained in perceptions of both sides on some key political issues.
The third round of formal talks kicked off on Sunday in Nepalgunj city in western Nepal. Afterwards, four sessions of the negotiations were held separately in the city and the remote village of Hapure in Dang district, some 400 kilometers west of Kathmandu. (Nepal-Peace talks-Roundup)
- - - -
JERUSALEM -- Israeli Prime Minister Ariel Sharon on Wednesday ruled out a plan to deport Palestinian leader Yasser Arafat and take over his headquarters in the West Bank city of Ramallah, Israel Radio reported.
A Palestinian suicide bomber blew himself up on a bus in Jerusalem at about 9:15 p.m. (1815 GMT) Tuesday, killing at least 20 people and wounding scores of others. (Israel-Arafat- Deportation)
- - - -
SEOUL -- Seoul and Pyongyang exchanged ratified copies of a four-point pact on bilateral economic cooperation at the truce village of Panmunjom on Wednesday, providing legal guarantee for South Korean investors who are to make business in the other part of the Korean Peninsula.
South Korea and the Democratic People's Republic of Korea DPRK) agreed in the agreement to guarantee cross-border investment, eliminate double taxation, seek better settlement of commercial disputes and open clearing accounts. (S.Korea-Inter-Korean-Accords)
Load-Date: August 21, 2003
End of Document"
"3967",20054134,"Title: Bodies of five Maoist rebels found after Nepal clashes.rtf; Date: May 10, 2005 Tuesday 5:48 AM GMT; Text: The bodies of at least five Maoists have been found after a night of fierce clashes between the security forces and rebels in southern Nepal, the Nepalese army said Tuesday.
""At least five bodies of Maoists have been found after a nightlong battle between the two sides at Chauharwa and Bandipur in Siraha district,"" a top army official said on condition of anonymity.
""We have received reports of three army casualties or injuries but so far bodies of five rebels have been found,"" he said, adding that the clashes which began late Monday had lasted for roughly six hours.
He did not say if any soldiers had been killed in the clashes.
Maoist rebels have been fighting for a communist republic in Nepal since 1996 and the uprising has already claimed more than 11,000 lives.
Load-Date: May 11, 2005
End of Document"
"2533",20041451,"Title: Nepal press selection list for 29 Jan 04.rtf; Date: January 29, 2004, Thursday; Text: NEPAL SAMACHARPATRA
 1. Police fired at agitating students within the college premises in Banke, southern mid-west Nepal. (p 1)
 2. Representatives of Bhutanese refugees have appealed to the international community to intervene in breaking the impasse. (p 1)
 3. The United Kingdom refused to hold talks with GAESO, an organization of ex-British Gurkhas, as the latter wanted to dig into an issue already overturned by the court of law. (p 1)
Nepal press selection list compiled by BBC Monitoring, in English 29 Jan 04
4. Editorial advises the king not to ignore and vex political parties, and called for reconciliation between the two. (p 1)
 KANTIPUR
 1. The Communist Party of Nepal (United Marxist-Leninist) said the king's latest statements are a recipe for clashes. Likewise, other political parties dub the king's interview to the Time magazine as a glimpse into ""authoritarianism."" (p 1)
 2. Former Indian Prime Minister Chandra Shekhar met various Nepalese political leaders yesterday. (p 1)
 3. Nepal media society appealed to the government to stop foreign investment in Nepalese media. (p 1)
 4. Unified Command has been deployed in the Kathmandu Valley to restore law and order. (p 1)
 RAJDHANI
 Maoists gave death sentences to two insurgents on charges of disloyalty. (p 1) will process
 2. In a commentary, Chairman of the Nepal Workers' and Peasants' Party Narayan Man Bijukche said the king's statements can be a matter of investigation. (p 6)
 3. Indian Ambassador to Nepal Shyam Sharan said the Indian government will build roads in Nepalese plains and expand them to major customs points.  (p 8)
 4. Students, who fled their villages because of Maoist fear, are selling carpets to earn a living. (p 2)
 ANNAPURNA POST
 1. Water jar bombs planted in the adjoining Indian districts of Kanchanpur southern far-west Nepal are yet to be defused; tension flares up (p 1)
 JANADESH
 1. Editorial dwells on the challenges of the autonomous Maoist regional governments.
 THE KATHMANDU POST
 The Ministry of Health has formed a task force to check the spread of ""bird flu."" (p 1)
 Local monkeys in for lethal times in United States labs. Around 500 monkeys will have to leave for America for research purpose. (p 1)
 India denies news report about Subsidiary Surveillance Bureau (SSB) units paramilitary border security force being deployed along the Nepal-India border. The Indian Embassy said there is no truth in the news that SSB forcibly removed encroachments in no-man's land.  (p 1)
 GAESO knocks on Palace doors for help. (p 12)
 THE RISING NEPAL
 1. Ambassador-at-large Dr Bhekh Bahadur Thapa said Nepal is waiting for Bhutan's reply on refugee repatriation. (p 1)
 2.RSS item: Capital's security under unified command. (p 1)
 3. RSS item: The World Bank assures assistance for development of irrigation. (p 1)
 4. RSS item: Nepali Congress central member and former minister Shailaja Acharya lambastes the political parties for chanting anti-monarch slogans. (p 1)
 5. Iodine deficiency has declined as 91 per cent use enriched salt. (p 1)
 THE HIMALAYAN TIMES
 1. Editorial ""Overkill"" hails the king for being consistently consistent and his commitment to constitutional monarchy and multi-party democracy, and cautions the political leaders not to jump to conclusions fast.  (p 6)
Load-Date: January 29, 2004
End of Document"
"5787",20073621,"Title: Maoists set to enter parliament as Nepal cabinet okays constitution.rtf; Date: January 14, 2007 Sunday 12:42 PM GMT; Text: The transformation of Nepal's Maoists from rebels to mainstream politicians moved closer Sunday after the cabinet approved an interim constitution giving the ultra-leftists seats in a new parliament.
The rebels will hold 25 per cent of the seats in the temporary parliament.
""The cabinet meeting Sunday approved the finalised interim constitution due to be presented before parliament tomorrow,"" Deputy Prime Minister Amik Sherchan told AFP.
""The Maoists will enter parliament for the first time and the house session will pass the interim constitution on the same day after discussions,"" he added.
The former rebels fought a violent ""people's war"" for a decade in the impoverished Himalayan nation to install a communist republic, but have now agreed to join mainstream politics.
The Maoists said the entry into parliament of former rebels was a huge step for the country.
""It will be yet another historic moment for us and all Nepali people,"" Maoist spokesman Krishna Bahadur Mahara said.
The former rebels will work with other parties in parliament and ""focus on the social and economic transformation of the country"", Mahara said.
The temporary constitution has provisions stripping the king of his status as head of state, with his executive powers passing to the prime minister.
The interim constitution grants the former rebels 83 seats in a new 330-seat parliament. Among their delegates are representatives of marginalised groups never present in parliament in Nepal before.
The Maoists are expected to join the cabinet within a couple of weeks, but negotiations are still to take place on which posts they will hold.
Once former foes, the rebels and government have observed a ceasefire for nearly nine months, and the rebels have agreed to place their weapons and army under UN monitoring.
The Maoists are expected to start placing their weapons in containers under UN supervision Monday, but as part of the peace deal the rebels will retain  keys to the locked-up weapons.
""We are waiting for the United Nations and we are ready to begin registering our weapons. On our side, everything has been completed,"" the rebel spokesman said.
The parliament, due to be sworn in Monday, will oversee elections to a body that will draft a new version of Nepal's constitution and address the future of the monarchy, a long-held rebel demand.
The Maoists are keen to see Nepal become a republic but some other parties want a ceremonial monarchy.
King Gyanendra reinstated parliament in April after weeks of often violent mass protests calling on him to end direct rule.
The rebels and seven parties in government struck a loose alliance in November 2005 after the king seized direct control earlier that year.
The Maoist insurgency began in western Nepal with an attack on a police post in 1996, and claimed at least 12,500 people lives. It also dealt a hammer blow to Nepal's already fragile economy.
dds-sjt/pmc/jc
Load-Date: January 15, 2007
End of Document"
"6604",20082656,"Title: Ex-rebels' chief chosen Nepal 's new PM.rtf; Date: August 15, 2008 Friday 1:59 PM GMT; Text: Members of Nepal's governing assembly have chosen leader of the former communist rebels as the new prime minister of this Himalayan nation.
Constituent Assembly chairman Subash Nemwang announced Friday that Prachanda has been chosen by a majority of the assembly members. Prachanda is the chairman of the Communist Party of Nepal (Maoist).
He defeated one rival Sher Bahadur Deuba of the Nepali Congress party.
Load-Date: August 16, 2008
End of Document"
"4936",20064571,"Title: Nepal Legislators Move to Curb the King's Powers.rtf; Date: May 19, 2006 Friday; Text: Late Edition - Final
Nepal's newly reinstated Parliament approved a far-reaching measure on Thursday that is intended to shrink the king's power, abolishing his Privy Council, requiring that he pay taxes and, most important, stripping him of authority over the army.
  That last provision appears to flout the Constitution, which plainly describes the king's authority over the military. Lawmakers insist that their action overrides all other laws, but their measure seems certain to be challenged in court.
The resolution, however, satisfies loud public calls to reduce the king's power. Three weeks of violent street protests led King Gyanendra, who took full control of the state in February 2005, to cede power to an interim government late last month. ''Hang the king!'' was a popular mantra of the demonstrators.
  Even this week, after Parliament failed to take up the new measure on Monday as it had planned, protesters took to the streets, burned cars and demonstrated angrily against the legislature. 
  The latest step to diminish the king's authority may also be temporary. The government has promised to hold elections for an assembly that would rewrite the Constitution, potentially ridding Nepal of a monarchy altogether. That has long been a principal demand of Maoist rebels who have been fighting a decade-long insurgency, and in recent months appears to have gained traction among citizens, particularly the youth.
  On Thursday the 205-member legislature, removed by Gyanendra in 2002 and reinstated after his concession on April 24, unanimously approved the resolution by a voice vote, Reuters reported from Katmandu.
  The measure, declaring Nepal to be a secular nation, also strips the label ''His Majesty's Government'' from government institutions, a powerful symbolic move intended to enfeeble the throne. Nepal is the world's only Hindu kingdom, with the king regarded by some as a direct descendant of a Hindu god.
  Prime Minister Girija Prasad Koirala said Thursday as he introduced the resolution, referring to the protests against Gyanendra, ''It reflects the aspirations of the people and respects the sacrifices of the people who were martyred during the movement.''
  Mr. Koirala's government has already called for peace talks with the rebels, freed some of their top commanders and reciprocated a cease-fire announced by the Maoists.
  Last week the government ordered the detention of five former royal government ministers, under a long-established law called the Public Security Act. The United Nations human rights envoy in Nepal, Ian Martin, has since expressed concern over the arrests, saying the government should be ''setting new standards for fully respecting human rights and upholding the rule of law.''
Load-Date: May 19, 2006
End of Document"
"6204",20071503,"Title: Nepal rebel group says ready to hold talks with government.rtf; Date: Supplied by BBC Worldwide Monitoring; Text: August 23, 2007 Thursday
Text of unattributed report headlined ""Nepal southern plains rebel group says talks with government will take place"" published by Nepalese newspaper Rajdhani on 23 August
Itahari [town in eastern Nepal], 22 August: Possibility of talks between the government and the Terai [southern plains] Janatantrik Mukti Morcha [Republican Liberation Front] (Goit group), which had until some time ago stipulated various conditions for talks, has now increased.
A central leader of the group has said that talks are going to take place between the government and his group, which has been raising arms and engaging in the politics of killings, violence and abductions.
Morang-Sunsari [two districts in eastern Nepal] in-charge of the group, Sanket, disclosed this in a press statement issued on Tuesday [21 August]. The statement says that his group is ready for talks with the government. Sanket said that his group and the United Nations are about to hold talks at a location in Morang or Sunsari district.
He claimed that the date and venue for talks between the United Nations and his group prior to talks with the government have been readied. However, he did not disclose the time and venue for the talks.
He also claimed that his group would sit for talks with the government soon as per the commitment expressed by convenor of his group Jaya Krishna Goit to talks under mediation by the United Nations. The statement said that his group was ready to resolve the problem through talks and urged the group's workers not to raise donations or carry out abductions or killings of individuals.
Although talks with the Goit group are about to take place there are no indications of talks with the Jwala Singh group of the Janatantrik Mukti Morcha. On the contrary the leaders of that group have been totally rejecting all talks. Before this, the Goit group had also refused to talk.
Source: Rajdhani, Kathmandu, in Nepali, 23 August 07, p4
Load-Date: August 23, 2007
End of Document"
