"","doc_id_number","text"
"4509",20063931,"Title: Nepalese army halts operation in Maoist stronghold.rtf; Date: Supplied by BBC Worldwide Monitoring; Text: January 4, 2006 Wednesday
Text of report by Nepalese eKantipur.com website on 4 January
Rolpa, 4 January: The Royal Nepalese Army (RNA) Tuesday [3 January] halted its Rolpa operation and returned to district headquarters. 
In an attempt to flush the Maoist guerrillas out of their hideouts, the RNA had begun a massive operation in the villages of Rolpa, one of the Maoist strongholds, a week ago.
The rebels on Monday cited RNA's Rolpa operation as one of the reasons for ending their ceasefire. Sources said an RNA team returned to Gorakhgan barracks at district headquarters on Sunday, before the Maoist ceasefire ended.
The sources said the RNA teams from the adjoining districts of Dang, Salyan, Rukum and Baglung have converged on a village north of Rolpa district.
The RNA last week organized a massive operation in Bhawang and Thawang areas of Rolpa, considered as one of the rebel strongholds.
RNA sources said they did not encounter any Maoist in the area but they collected a cache of explosives and logistic materials.
Source: eKantipur.com website, Kathmandu, in English 4 Jan 06
Load-Date: January 4, 2006
End of Document"
"1978",20042503,"Title: Maoists abduct 40 students, 6 teachers from Nepalese village.rtf; Date: September 20, 2004, Monday; Text: Text of report by Nepalese radio Kantipur FM on 20 September
 The Maoists have abducted 40 students and six teachers from Kantheswor Secondary School in Tokarpur village in Ramechhap east-central Nepal on Friday 17 September .
Kantipur FM, Kathmandu, in Nepali 0915 gmt 20 Sep 04The village is at one day's walking distance from the district headquarters. Locals who arrived at the district headquarters said that the Maoists took the abducted students and teachers towards Kavrepalanchowk District. The school has closed following the abduction. Political parties and various organizations have urged the Maoists to free the abducted.
Load-Date: September 20, 2004
End of Document"
"2955",20043929,"Title: Polish trekker's body airlifted to Kathmandu from Everest region.rtf; Date: October 29, 2004 Friday 12:36 PM GMT; Text: KATHMANDU, Oct 29 (AFP)- The body of a Polish woman who died of altitude sickness while trekking in Nepal's Everest region has been airlifted to Kathmandu with the help of a human rights group, an official said Friday.
Anna Tieslik Kosecra, 42, died on October 10 while trekking from Jiri in northeastern Kathmandu to Kimja Bazar, according to the president of the Human Rights Organisation of Nepal, Sudip Pathak.
""Her body has been lying in the Kimja Bazar region as no one could reach there due to fears of Maoists who control the area,"" Pathak said.
He said a trekking team had managed to retrieve the body after ""a long debate"" with local Maoist rebel leaders and on Friday his organisation had airlifted it to Kathmandu.
Kosecra had succumbed to altitude sickness during the trek, Trekking Agents Association official Raja Paudel said.
A source at the Polish embassy here said a post mortem would be held before Kosecra's body was returned to Poland for burial.
Load-Date: November 2, 2004
End of Document"
"7230",20081279,"Title: Nepal _ Two accused of attacking media office surrender to police.rtf; Date: Supplied by BBC Worldwide Monitoring; Text: December 27, 2008 Saturday
Text of news report published by Nepalese newspaper Kantipur on 27 December
Kathmandu, 26 December: Those accused by name in a complaint filed by Himalmedia Pvt Ltd for vandalizing its offices and assaulting its journalists surrendered to police on Friday [26 December] 
Those surrendering to police are Hotel and Restaurant Workers Union central chairman Ramesh Pant and vice chairman of the Communications and Press Workers Union Ramesh K.C. Pant and K.C. have both been kept in custody by police for investigations. 
Nepali Times editor Kunda Dixit filed a complaint Thursday [25 December] on behalf of Himalmedia, naming the Maoist labour union leaders. The complaint has sought the arrest of the two and identification of the other attackers through those two for purposes of imposition of fines and legal action to the maximum extend under the Public Offence Act. 
""Both those held in custody will be issued deadlines by the district administration office on Sunday [28 December] for carrying out investigations"", Lalitpur police chief Kedar Man Singh Bhandari said, ""Justice will be sought on the basis of their statements"". Before surrendering, the two had met with the Lalitpur chief district [administration] officer and then gone to the police. 
Source: Kantipur, Kathmandu, in Nepali, 27 December 08, p 3
Load-Date: December 27, 2008
End of Document"
"7255",20091548,"Title: Nepal Foreign Minister leaves for India(2).rtf; Date: August 10, 2009 Monday; Text: Kathmandu, Aug. 10 -- Nepal Foreign Minister Sujata Koirala left for New Delhi on Monday morning to prepare the groundwork for the impending visit of Prime Minister Madhav Kumar Nepal.
Koirala flew to New Delhi along with Foreign Secretary Gyan Chandra Acharya and Koirala's Foreign Affairs Advisor Dr Chiranjivi Nepal.
Koirala, who is visiting New Delhi at the invitation of Indian Foreign Minister S M Krishna, will discuss issues related to Nepal-India border problems, inundation of Nepali land due to bunds constructed in India, Koshi embankment and the ongoing peace process in Nepal with the Indian leaders.
Kantipur quoted Koirala as, saying that Nepal would ask Delhi to help narrow down Nepal's trade deficit with India. The 1950 Nepal-India Peace and Friendship Treaty will also come up during her visit.
She said the lingering boundary row and the issue of Tarai-based armed outfits, which are a threat to internal security, and increased criminal activities on both sides of the border, will also be discussed. The renewal of the trade treaty with India is also to be finalised.
Issues related to providing transit facilities to Nepali goods and products from adjoining Indian ports and routes, the construction of the Special Economic Zone in Birgunj and Indian assistance for Bagmati conservation are among the major agendas.
During her five-day visit, she will meet Prime Minister Manmohan Singh, Finance Minister Pranab Mukherjee, Commerce and Industry Minister Anand Sharma and Congress President Sonia Gandhi.
She is scheduled to meet Defence Minister A.K. Antony and Home Minister P. Chidambaram on Wednesday.
On Thursday, she will attend various events in Delhi and will leave for Kathmandu on Friday afternoon. Published by HT Syndication with permission from Asian News International.For more information on news feed please contact Surit Das at 
For any query with respect to this article or any other content requirement, please contact Editor at 
Load-Date: August 10, 2009
End of Document"
"6404",20073057,"Title: Himachal wants photo IDs for Tibetan, Nepalese refugees.rtf; Date: December 20, 2007 Thursday 11:10 AM  EST; Text: New Delhi, Dec. 20 -- Himachal Pradesh Chief Minister Virbhadra Singh today urged the Centre to introduce photo identity cards for Tibetan and Nepalese refugees living in the State.
Addressing the Chief Ministers' Conference on Internal Security, Mr Singh said about 23,000 Tibetan refugees and nearly 25,000 Nepalese were living in the state.
''Although the State police, C I D and intelligence agencies are keeping a close watch on their activities, the Union Ministries of External Affairs and Home should take steps to introduce photo identity cards for them,'' he said.
Mr Singh said his Government was spending Rs ten crore annually on deployment of security forces in sensitive areas but only Rs two crore was being reimbursed by the Centre under the security-related expenditure (SRE) scheme.
He asked the Centre to reimburse the entire expenditure under the SRE scheme and sanction of one more battalion of IRB on the inter state border.
The Chief Minister said his Government had deployed eight companies of State Armed Police and one battalion of ITBP on 35 border check posts in Chamba districts at an altitude of 5500- 12500 ft to check infiltration of terrorists from Jammu and Kashmir.
Effective communication system had also been established to seal the border with Jammu and Kashmir, he added.
He Singh said 159 village defence committees, provided with requisite arms and ammunition, had been established in the area
Published by HT Syndication with permission from UNI.
-551947
For any query with respect to this article or any other content requirement, please contact Editor at 
Load-Date: May 4, 2008
End of Document"
"5431",20066607,"Title: Nepal Cabinet confirms appointments of new army, police chiefs.rtf; Date: Supplied by BBC Worldwide Monitoring; Text: September 5, 2006 Tuesday
Text of report by Nepalnews.com website on 5 September
Amid protests from human rights activists, the government has appointed acting Chief of the Army Staff (CoAS) Rukmangad Katawal to the post of CoAS of the Nepal army.
The government had appointed Katawal as acting CoAS on 14 August after the current chief, Gen Pyar Jung Thapa, went on a traditional month-long leave before his retirement on 9 September.
Katawal will formally take over the post after Thapa retires on 9 September.
Tuesday's [5 September] meeting of the Council of Ministers took the decision to this effect.
Katawal is one of the generals interrogated by the High Level Probe Commission for his alleged role in atrocities during the people's movement.
Likewise, Om Bikram Rana has been appointed inspector-general (IG) of Nepal Police, Basudev Oli as IG of Armed Police Forces and Dhansingh Karki as chief of National Investigation Department. They had all been working as acting chiefs after the government suspended then chiefs of the security agencies on the recommendation of the high level committee formed to probe the atrocities committed to suppress the people's movement.
The cabinet meeting has also decided to hold the high-level talks with the Maoists soon to sort out differences between the government and the Maoists. However, the high level talks with the Maoists will [be] held only after the talks between top leaders of the seven-party alliance.
According to sources, the high-level meeting will be held next week, after CPN-UML [Communist Party of Nepal (Unified Marxist-Leninist)] General Secretary Madhav Kumar Nepal and President of Nepali Congress Democratic Sher Bahadur Deuba return from foreign visits. The duo is scheduled to embark on foreign visits soon.
The meeting discussed and criticized the Maoists for violating the agreements reached between the ruling seven-party alliance and the Maoists.
Prime Minister Girija Prasad Koirala is scheduled to meet Nepal and Deuba today to discuss the current political situation of the country and differences between the government and the Maoists.
The government will make public the cabinet decisions by holding a press meet on Wednesday
Source: Nepalnews.com website, Kathmandu, in English 5 Sep 06
Load-Date: September 5, 2006
End of Document"
"879",2003355,"Title: BBC Monitoring News Prospects for Thursday 7 August 2003.rtf; Date: August 7, 2003, Thursday; Text: Main stories at 0200 bst
 LIBERIA: Watching for further developments after UN special envoy for Liberia, Jacques Klein, warns President Charles Taylor to leave the country while he can, saying that he risks being arrested on war crimes charges if he stays (as available)
 INDONESIA: Delivery of verdict on key Bali bombing suspect Amrozi bin Nurhasyim expected - watching for reaction
 Asia-Pacific
 CHINA: Prime Minister Hama Amadou of Niger visits (-11) (Chinese news agency Xinhua)
 CHINA: Papua New Guinean Governor-General Sir Silas Atopare concludes visit (Papua New Guinea newspaper The National web site)
 CHINA: Sierra Leonian Foreign Minister Momodu Koroma visiting (-8) (Chinese news agency Xinhua)
 INDONESIA: Judges expected to deliver verdict on Bali bombing suspect Amrozi (AFP, Radio Australia)
 KOREAS: North, South Korea hold working-level talks in Kaesong to discuss details for the reconnection of two cross-border railways and adjacent roads (-8) (South Korean news agency Yonhap)
 PHILIPPINES: ASEAN finance ministers conclude two-day meeting with their counterparts from Japan, China and South Korea (Japanese news agency Kyodo, South Korean news agency Yonhap)
 NEPAL: UNESCO regional advisor, Dr Richard Engelhardt, visiting Kathmandu heritage sites on endangered list (-9) (Nepalnews.com web site)
 JAPAN: Foreign Minister of Laos Somsavat Lengsavat visiting (-10) (Japanese news agency Kyodo)
 SOLOMON ISLANDS: Foreign ministers from Melanesian Spearhead Group countries conclude meeting (Solomon Islands Broadcasting Corporation text web site)
 INDIA: Lesotho Prime Minister Phakalitha Mosisili in Delhi for talks with his Indian counterpart Atal Behari Vajpayee and the Indian ministers of foreign trade and defence (Radio Lesotho)
 Former Soviet Union
 RUSSIA: Russian-US consultations in Moscow on postwar reconstruction in Iraq.
Multimedia daily prospects from BBC Monitoring in English 0200 gmt 7 August 03Delegations to be headed by US Assistant Secretary of State William Burns, Russian Deputy Foreign Minister Yuriy Fedotov (Russian news agency ITAR-TASS)
 UKRAINE: Prime Minister Viktor Yanukovych, Defence Minister Yevhen Marchuk scheduled to take part in ceremony to see off first peacekeepers leaving for Iraq (Interfax-Ukraine news agency)
 KAZAKHSTAN/CHINA: Interaction-2003 exercises taking place as part of anti-terror training exercises of Shanghai Cooperation Organization countries' armed forces. Uzbekistan has refused to take part. Stage one takes place in Kazakhstan's Semipalatinsk Region (-12) (Kyrgyz news agency AKIpress, Russian news agency ITAR-TASS)
 CENTRAL ASIA: CIS air defence military exercise continues in Kazakhstan and Uzbekistan (-20) (Russian news agency Interfax)
 UKRAINE: An international naval exercise involving Russia, Turkey, Ukraine, Romania, Bulgaria, Georgia continues in Black Sea (-31) (Interfax-Ukraine news agency, Russian news agency ITAR-TASS, Russian newspaper Kommersant)
 Europe
 SERBIA: Serbian Prime Minister Zoran Zivkovic due to explain offer of troops to Iraq at news conference (Yugoslav state news agency Tanjug)
 Middle East
 no entries
 Sub-Saharan Africa
 COTE D'IVOIRE: New Forces (rebel group) ends meeting in rebel-stronghold of Bouake, central Cote d'Ivoire (Ivorian government newspaper Fraternite Matin)
 NIGERIA: Economic Community of West African States (ECOWAS) holding youth forum in Lagos (-10) (Nigerian TV)
 Americas
 COLOMBIA: President Alvaro Uribe marks his first year in office (BBC Monitoring)
 USA/INDIA: Last day of a meeting of Indian and US Defence Policy Group in Washington (Indian news agency PTI)
 USA/JAPAN: Japanese Deputy Foreign Minister Ichiro Fujisaki visiting to discuss North Korea, trade (-8) (Japanese news agency Kyodo)
 USA/JAPAN: Japanese Environment Minister Shunichi Suzuki visits for bilateral meeting on climate change in Washington; the two countries will discuss joint science and technology projects and other measures to combat global warming (-9) (Regional sources)
 ST VINCENT AND THE GRENADINES: Taiwanese Foreign Minister Eugene Chien visiting; scheduled to attend a meeting with Taiwan's East Caribbean allies (-8) (Taiwanese Central News Agency web site)
 USA/PANAMA/PARAGUAY: Taiwanese Vice-President Annette Lu heads a delegation on a tour of USA, Panama and Paraguay (-20) (Taiwanese Central News Agency web site)
 Sources and trailers as available, inclusion of items does not necessarily mean that BBC Monitoring will file reports on them.
If you have any comments, queries or suggestions regarding BBC Monitoring's Daily Prospects, please e-mail us at   
Load-Date: August 7, 2003
End of Document"
"744",20031264,"Title: Singapore doctors boosted by success with South Korean twins.rtf; Date: July 23, 2003 Wednesday; Text: A pioneering medical team said here Wednesday its morale had been lifted by the successful separation of conjoined South Korean baby girls after a failed operation killed two Iranian adult twins earlier this month.
For neurosurgeon and team co-leader Keith Goh especially, Tuesday's operation on four-month-old Min Ji-Hye and Min Sa-Rang did wonders for the spirits of staff at Raffles Hospital who two weeks ago had to deal with the deaths of Laleh and Ladan Bijani.
""I think it speaks wonders for the spirits of our team,"" Goh told a news conference as the Korean girls, previously joined at the pelvic area, were recovering, with specialists giving them good chances to lead normal lives.
Putting the team together so soon after the July 8 deaths of the Bijanis allowed them to ""rally the troops so to speak,"" Goh said, adding that the team spirit was ""very heartwarming for me personally.""
Goh, who led the failed attempt to separate the 29-year-old Bijani twins who were joined at the head, said he had been asked several times if he would be able to take part in a similar operation so soon after the death of the Iranian sisters.
""That's a question which many people have asked me over the last two weeks but as doctors, you know we often are faced with difficult situations where we don't have a choice,"" Goh said.
It was also difficult to reject the parents of Ji-Hye and Sa-Rang who had returned to the Singapore hospital after seeking a second opinion from experts in London, Goh said.
""If you had seen the pictures of the babies that were released … by the parents, you would see that they are joined in such as way that their lower spines have to be curved in order than they can lie down,"" he said.
""I think there are already signs that the abnormal positon they are in has resulted in quite a few deformities,"" he said, citing the flattening of the backs of the Korean girls' skulls.
""In four months, these changes are already evident and it's clear because of these we could not delay surgery any longer,"" Goh said.
The multi-disciplinary team of 16 specialists, including Goh, waived their fees for the five-and-a-half hour operation which cost about 50,000 Singapore dollars (28,571 US dollars) excluding post-surgical rehabilitation.
""The medical team decided to waive the fees because obviously although we are (a) private hospital, there are certain things we want to do,"" said the hospital's chairman Loo Choon Yong.
""These are challenging surgeries … just like Laleh and Ladan, they needed help … and all the doctors together came forward to help,"" he said.
Fifty medical support staff assisted the specialists in the operation.
Goh had also led a team in the successful surgery to separate a pair of 11-month-old Nepalese twins joined at the head, Ganga and Jamuna Shrestha, on April 10, 2001, after 97 hours of surgery at another hospital.
Early this month the Bijani sisters had insisted on being separated despite repeated warnings that one or both of them could die.
They succumbed to massive blood loss within 90 minutes of each other after their skulls and brains were separated by Goh's team.
bh/rc/sdm
Singapore-twins-SKorea-doctors
Load-Date: July 24, 2003
End of Document"
"1628",20042056,"Title: Area in Nepal capital tense after protesters clash with police.rtf; Date: April 4, 2004, Sunday; Text: Text of report by Nepalese Kantipuronline.com web site on 4 April
 Kathmandu, 4 April: Fresh clashes have broken out between supporters of the five political parties and the police for the third consecutive day Sunday 4 April .
 The clashes erupted after thousands of political activists, led by senior leaders, tried to breach the police barricade at Bhotahiti and Ratna Park at about 4.30 p.m. 1045 gmt today.
Kantipuronline.com web site, Kathmandu, in English 4 Apr 04
Speaking to Kantipur Online, Gagan Thapa, general secretary of Nepal Students' Union, said police baton-charged and injured senior leaders including Arjun Narsingh K.C., Ram Sharan Mahat of Nepali Congress, Bamdev Gautam of CPN-UML Communist Party of Nepal-Unified (Marxist-Leninist) and Chitra Bahadur K.C. of National People's Front during the clashes. Several other political activists were also injured in the incident.
 Police fired several rounds of tear gas to disperse the demonstrators. The atmosphere in the area is tense following the clashes.
 Earlier today, the five parties took out a huge procession from Ratna Park that eventually returned to the same place after going around Bagh Bazaar, Putali Sadak and Bir Hospital areas. The agitating parties couldn't unveil their new protest programmes slated for today due to police intervention.
Load-Date: April 4, 2004
End of Document"
