"","doc_id_number","text"
"7328",2011554,"Title: Programme summary of Afghan Tolo TV news in Dari 1330 gmt 19 Aug 11.rtf; Date: Supplied by BBC Worldwide Monitoring; Text: August 20, 2011 Saturday
A. News headline.
B. Home news:
1. 0100 A group of suicide attackers today stormed the British Council in Kart-e Parwan area of Kabul, killing four policemen, two Nepalese nationals and two Afghan military guards, wounding some 22 people, including 15 policemen. A number of eye-witnesses say it is a horrifying incident. The incident continued for almost 10 years. Video shows scene of the incident, a number of wounded policemen being taken to ambulances, Afghan and foreign forces in the area. (See separate report)
2. 0440 British Prime Minister David Cameron, President Karzai, the foreign commander in Afghanistan, John Allen, and the British ambassador to Kabul strongly condemn the deadly attack on the British Council in Kabul. The British ambassador says he is saddened over the killing of Afghan policemen, adding that some foreign nationals were transferred to the embassy in Kabul and they are safe and sound. The British prime minister says such incidents will not prevent peace process in the country. Video shows the British ambassador and prime minister speaking.
3. 0800 The government of Afghanistan today celebrated the 92nd anniversary of the independence of Afghanistan from Britain in the Ministry of National Defence. President Karzai puts a wreath at the freedom minaret in Kabul. The president congratulates the Afghan nation on the occasion of Independence Day, saying he hopes to see lasting peace and tranquillity in the country. Video shows President Karzai speaking, putting a wreath, some high-ranking officials at the ceremony, archive video shows Amanollah Khan, former king of Afghanistan, who gained independence of Afghanistan from British Empire.
4. 1100 Amanollah Khan, former king of Afghanistan, gained independence of Afghanistan from British Empire some 92 years ago. The TV carries an exclusive report about Independence Day of Afghanistan from Britain 92 years ago. Archive video shows King Amanollah Khan among a number of military men, the Arch of Victory in Paghman District of Kabul.
5. 1320 A member of the Independent Election Commission (IEC) on condition of anonymity says some 10 MPs will be disqualified from parliament and the IEC will soon announce its decision about the final results of the controversial parliamentary elections. Video shows a view of the office of the IEC, a flag of Afghanistan. (See separate report)
C. Commercial break.
D. Foreign news:
1. 1635 Some 40 people killed and dozens others wounded in a suicide attack inside a mosque in Khyber Agency of Pakistan. Also, violence continues in Karachi city of Pakistan.
2. 1820 Some UN representatives will visit Syria to see whether violence against civilians still continues.
3. 1840 A political activist in India released from prison.
4. 1900 US Vice-President Joe Biden visits China where he calls on Chinese investors to invest in the USA.
E. Commercial break.
F. Economic news:
1. 2100 Breshna power company says it is planning to import electricity from Turkmenistan to Kabul and supply it to other provinces of the country. The operational head of the company adds after construction of the power line the Kabul citizens will not face any problems. Video the company official speaking; pylons.
2. 2240 Some 80 per cent of residents of Saighan District of Bamian Province are facing drought. Some residents of the district complain about the lack of water in their farmlands, saying that some powerful men use water and do not allow poor farmers to irrigate their farmlands and that have caused their farmlands to dry up. The Saighan district chief over the phone says they are trying to resolve the problem. Video shows some farmers speaking, the district chief speaking over the phone.
G. Commercial break.
H. Sports.
I. Weather forecast.
(Bulletin lasted for 30 minutes)
Source: Tolo TV, Kabul, in Dari 1330 gmt 19 Aug 11
Load-Date: August 20, 2011
End of Document"
"1454",2004959,"Title: Hundreds of Maoists, 1,000 security personnel in Nepal clash.rtf; Date: March 21, 2004, Sunday; Text: Excerpt from report by Nepalnews.com web site on 21 March
 Hundreds of armed Maoists have invaded Beni Bazar, district headquarters of Myagdi in the hills west of Pokhara, overnight, reports said Sunday.  passage omitted
 The Maoists opened attack at 1 a.m. in the night 1915 gmt 20 March and soon captured the jail and a bank in Beni Bazar, the reports said.
Nepalnews.com web site, Kathmandu, in English 21 Mar 04Some 1,000 security personnel of the Royal Nepal Army from Kali Bahadur Battalion are engaged in the clashes with the Maoist rebels, the reports further said.
 Actual details of damage, destruction, injury or casualty could not be received and confirmed immediately, as the Maoists have blown up telephone towers, stopping all type of communication with the rest part of the country, the reports added.
 Security sources here in Kathmandu were unable to give details of the clashes. They cited the same reason of lack of communication with the government forces in Beni Bazar.
Load-Date: March 21, 2004
End of Document"
"1852",20042761,"Title: Workers evacuated before bomb detonated in Nepalese capital.rtf; Date: December 9, 2004, Thursday; Text: Text of report by Nepalnews.com web site on 9 December
 Suspected Maoists have exploded a ""pressure cooker"" bomb at the office of the Agriculture Inputs Company and National Seed Centre at Kuleshwor, Kathmandu, at around 9.00 a.m. 0315 gmt today, police said.
 Furniture and documents of both the offices have been destroyed in the powerful explosion.
Nepalnews.com web site, Kathmandu, in English 9 Dec 04However, no loss of human life has been reported. Police suspect the Maoist rebels behind the explosion.
 Two strangers came at the company's office and asked all the employees to leave the building after planting the bomb. The bomb went off within five minutes, police told Nepalnews quoting the employees.
 In another incident, suspected Maoists have shot and injured two policemen in Pokhara, Kaski district, today morning.
 According to reports, suspected Maoist rebels shot at police constable Tek Bahadur KC and Jawan Bishnu Chaudhari, who were on duty at a temporary police post near the famous Bindhyabasini temple in Pokhara. The condition of Chaudhari, who received two bullets in the temple, is reported to be critical.
Load-Date: December 9, 2004
End of Document"
"5852",2007832,"Title: Doing business in India gets easier.rtf; Date: February 15, 2007 Thursday 12:41 PM  EST; Text: NEW DELHI, India, Feb 15 -- Doing business became easier in India in 2005-2006, according to a new report titled 'Doing Business in South Asia 2007' released by the World Bank on Tuesday. Of the 12 major Indian cities covered by the report, Hyderabad has the most business-friendly regulations, followed by Bangalore and Jaipur.
  Mumbai came in second-to-last and Kolkata last as these cities impose the most complex and costly business regulations. Bhubaneswar, Chandigargh, Chennai, Lucknow, New Delhi, Patna and Ranchi fall in the middle. Typically, large urban centres such as Mumbai and Kolkata have a high volume of business, so regulatory and administrative bottlenecks there create serious congestion, says the report.
  The study tracks a set of regulatory indicators related to business start-up, operation, trade, payment of taxes and closure by measuring the time and cost associated with various government requirements. It, however, does not track variables such as macroeconomic policy, quality of infrastructure, currency volatility, investor perceptions or crime rates. India, the region's top reformer, implemented reforms to simplify business registration, cross-border trade and payment of taxes as well as to ease access to credit and strengthen investor protection, the report said.
  Although the reforms improved India's ranking over its position last year, it still ranks relatively low at 134 and stands 41 places after China, which is reforming at a faster pace. Singapore is ranked number one worldwide. The top-ranked countries in the region are the Maldives (53) and Pakistan (74), followed by Bangladesh (88), Sri Lanka (89), Nepal (100), India (134), Bhutan (138) and Afghanistan (162).
  ""India has made significant improvements in reducing the amount of red tape entrepreneurs face daily. It now takes, for example, 35 days to register a business in Mumbai compared to 71 days a year ago and 89 days in 2004. But despite clear improvements in five out of 10 'Doing Business' indicators, India can do much better,"" said Caralee McLiesh, one of the authors of the report.
  ""By broadly adopting the best practices in business regulation that already exist within the country, India could jump significantly in the global 'Doing Business' rankings, well ahead of other emerging markets like China,"" she added.
  Different local-level regulatory requirements either enhance or constrain local business activity and cause substantial differences in the ease of doing business among Indian cities, says the report. For example, in Hyderabad it only takes 35 days to register property, compared to New Delhi, where it takes almost four times as long (138 days), or to Kolkata, where it takes almost five times as long (155 days). Within India, it is fastest to import and export goods through the Chennai and Kolkata ports, as opposed to through Mumbai.
  The Hindustan Times is provided through HT Syndication, New Delhi.
For any query with respect to this article or any other content requirement, please contact Editor at 
Load-Date: February 15, 2007
End of Document"
"3433",20042585,"Title: Media barred from Nepal conference on Kashmir.rtf; Date: December 12, 2004, Sunday; Text: Text of report by Nepalnews.com web site on 12 December
 The much talked about conference on the disputed territory of Kashmir has kicked off in the Nepali capital, Kathmandu, on Sunday 12 December .
 The meeting is being participated in by about 50 prominent politicians, former bureaucrats, former army generals and intellectuals from neighbouring India and Pakistan, according to reports.
Nepalnews.com web site, Kathmandu, in English 12 Dec 04
A two-member delegation of Hurriyat Conference comprising Conference leaders Mirwaiz Umar Farooq and Prof Abdul Ghani Butt arrived in Kathmandu Saturday to take part in a conference of Kashmiri leaders from two sides of the Line of Control (LoC) - the border line that divides the Indian-administered Kashmir from the Pakistan-administered Kashmir - being organized at the initiation of the Nobel Peace Prize-winning organization Pugwash, a think-tank on nuclear, chemical and biological weapons.
 The two-day conference, besides improving communications between the people from the two sides, is expected to discuss proposals, which ultimately would help ""improve conditions"" of life on both sides, reports quoting Pugwash secretary general Paul Cotta said.
 Media has been denied access to the conference, that is under way at the posh Hyatt Regency hotel in the Nepali capital. Despite repeated attempts by Nepalnews, hotel staff refused to give access to organizers of the conference. On Friday, Hyatt Regency even refused to acknowledge that such an important conference was being held in their hotel.
 Meanwhile, Nepali officials have told reporters that they had granted permission to organize the conference ""as the concerned countries did not have any objection to the meeting"".
 Earlier, Nepal had not permitted to convene any meeting on the controversial issue of Kashmir in its territory keeping in mind the sensitivities of the Indian government.
Load-Date: December 12, 2004
End of Document"
"4020",20054105,"Title: UN urges forensic tests on slain Nepal soldiers, fears for civilians.rtf; Date: August 11, 2005 Thursday 11:21 AM GMT; Text: The United Nations called Thursday for forensic examination of the bodies of Nepalese soldiers killed in a clash with Maoists to test allegations by the military they had been shot in the head at point-blank range.
The chief of the Nepal office of the United Nations High Commissioner for Human Rights, Ian Martin, said in a statement that members of his team had viewed the bodies of 14 soldiers at Birendra Military Hospital in Kathmandu.
He did not comment on their wounds but said army claims that 40 soldiers had been executed in the fighting Sunday night in remote jungles nar Kalikot in northwestern Nepal ""need to be carefully verified.""
""If confirmed, they would be very serious violations of international law,"" Martin said.
""I therefore urge the Royal Nepal Army to ensure that a full forensic examination of the victims is conducted by qualified, independent experts,"" Martin said.
Rebel leader Pushpa Kamal Dahal, also known as Prachanda, denied the army claims the troops had all been executed, saying 52 soldiers had been captured and were being treated well.
They would be freed ""at an appropriate time,"" he said. ""The army's claims that we lined up the 40 soldiers and brutally murdered them after taking them under control is baseless, imaginary and untrue.""
The UN's Martin, who had appealed to the rebels to treat captured soldiers in accordance with international standards, weclomed ""the public assurance that this will be the case and that those captured will be released.""
He also urged both sides to abide by international laws on conflict.
""I am very concerned for the safety of the civilian population in the vicinity of the fighting and, once again, urge both parties to respect international humanitarian law,"" said Martin.
""This requires that every effort is made to protect civilians, as well as persons who are no longer taking part in hostilities.""
Around 75 soldiers remain unaccounted for after the clash, the deadliest incident since King Gyanendra seized power in February to try to crush an insurgency that has left 12,000 dead in nine years.
The Maoists, who have been fighting since 1996 to instal a communist republic in the Himalayan kingdom, have said 26 of their fighters were killed in Sunday's fighting.
Load-Date: August 12, 2005
End of Document"
"2164",20043157,"Title: Anti-govt guerrillas murder Nepali city mayor.rtf; Date: July 2, 2004, Friday; Text: A group of anti-government guerrillas shot dead  Harka Bahadur Gurung, mayor of Pokhara sub- metropolitan city Friday morning, police said.
Gurung was shot dead the armed guerrillas when he was preparing to go to his office in Pokhara city, a famous tourist city in western Nepal, a local police officer said on condition of anonymity.
His driver Prasad Gurung and bodyguard Karna Bahadur Gurung were seriously wounded in the incident, the officer added.
Eyewitnesses said three guerrillas fired at the mayor and fled from the site. The mayor, who sustained five bullet injuries on his head and chest, died on the way while being rushed to a nearby hospital.
His driver and bodyguard have been airlifted to Kathmandu for treatment.
The anti-government guerrillas has been forcing the local level office bearers to resign and told Mayor Gurung to resign from his post for some time, but he refused to do so.
Nearly 10,000 Nepalese people have lost their lives since the anti-government insurgency broke out in the Himalayan kingdom in early 1996.
Load-Date: July 3, 2004
End of Document"
"2977",20042546,"Title: Nepali official says king may discuss Maoist issue with Indian leaders.rtf; Date: December 22, 2004, Wednesday; Text: Text of report by Nepalese state-owned newspaper Gorkhapatra on 22 December
 The former Nepalese ambassador to India and former foreign minister, Dr Bhekh Bahadur Thapa, has said the king's official visit to India is aimed at improving relations between Nepal and India, and will not be focused on any particular issue. He said the international norm is that the head of state's visit to a foreign nation is always aimed at improving bilateral relations rather than trying to address any one particular issue. Talking to Gorkhapatra, he also said the policy issues discussed between two heads of states are always forwarded to decision-making government bodies of their respective countries.
Gorkhapatra, Kathmandu, in Nepali 22 Dec 04
He said it is also possible that the king's visit to India is aimed at meeting the new Indian leadership following the change in the government in India. Stating that His Majesty the King has in interviews to the India media stated that he would like to be informed of India's views towards the Maoists, Thapa said it is possible that the king will be discussing the Maoist issue with Indian leaders.
 Stating that there is a traditional practice in India not to change its policies with the change in governments, the former Nepalese ambassador to India said Indian policies on economic and hydropower are not expected to change. He also said the 1996 trade agreement between Nepal and India which aims to reduce Nepal's trade deficit with India has been coming under attack from some Indian industrialists and businessmen. He said the clauses in the agreement which when renewed could have more disadvantages for Nepal than advantages.
 Stating that as a result of the agreement, huge Indian investments in Nepal have increased, along with Indian people benefiting from Nepalese production, the former Nepalese ambassador said due to the vested interest of some individuals, there are clauses in the agreement which limit the scope of trade.
Load-Date: December 22, 2004
End of Document"
"7137",2008899,"Title: Nepal poll office orders radio show closure.rtf; Date: Supplied by BBC Worldwide Monitoring; Text: April 7, 2008 Monday
Text of report by Nepalese eKantipur.com website on 7 April
Kathmandu, 7 April [Monday]: The Election Commission (EC) on Sunday directed the concerned authority to stop airing the Ghatana Ra Bichar, a political commentary programme being broadcast every evening by the state-owned Radio Nepal.
The move comes after the programme continued broadcasting materials that blatantly breached the election code of conduct despite repeated warning issued by the EC to the concerned officials.
""It should have been stopped much earlier but we did not do so, hoping that it would correct itself,"" an EC official told the Post.
""We took the step to prevent any misuse during the 'silent period' that comes into force midnight 7 April.""
The Radio Nepal is under the Maoist-run ministry.
During the said silent period none of the media or political candidates would be able to propagate any election campaign-related information.
Instead of Ghatana Ra Bichar, the EC has asked the Radio Nepal to air election-related public awareness programmes.
Source: eKantipur.com website, Kathmandu, in English 7 Apr 08
Load-Date: April 7, 2008
End of Document"
"480",2003165,"Title: Nepal premier says government committed to negotiation.rtf; Date: November 20, 2003, Thursday; Text: Excerpt from report by Nepalese newspaper The Rising Nepal on 20 November
 Pakhribas, Dhankuta eastern Nepal , 19 November: Prime Minister Surya Bahadur Thapa has said that the government was committed to consolidating multiparty democracy and constitutional monarchy in the nation by disarming the Maoists through the implementation of the effective security measures. He also said that the government had already accelerated the task of integrating peace and development.
The Rising Nepal, Kathmandu, in English 20 Nov 03 pp 1,7
Addressing a gathering in his home district in east Nepal, at the inaugural function of the mobile government services here today, the prime minister said the government would never lag behind in discharging its duties. He also made it clear that the government was giving top priority to peace and development and control the unjustified Maoist violence.
 ""The government still believes that peace can be restored only through peaceful negotiation with the warring group. The government has always showed its flexibility to maintain an environment for the talks,"" said Thapa. He added it was indeed sad that the Maoists deceived the nation twice by breaking the code of conduct and the cease-fire.
 Calling on the political parties having faith in the constitution, he said that an alliance was necessary to save the nation from the present political crisis.
 Explaining the reason behind the introduction of the mobile government service, he said it was being done to provide services to the people at their doorsteps.  passage omitted
Load-Date: November 20, 2003
End of Document"
