"","doc_id_number","text"
"1",20031,"Title: (Corr) BBC Monitoring News Prospects for Friday 28 November 2003.rtf; Date: November 28, 2003, Friday; Text: (Correcting day and date, also venue of entry in Sun-Saharan Africa from Lesotho to South Africa)
 Main stories at 0200 gmt
 GEORGIA: Watching developments as the interim leadership moved to consolidate its authority with appointments to government posts and defence officials dismissed reports that individual army officers might be planning a military coup (as available)
 ITALY: EU foreign ministers meet in Naples in a bid to overcome obstacles to agreement on draft EU constitution (French LCI TV, Italian RAI TV)
 Asia-Pacific
 CHINA: Japan's chief delegate to six-nation talks on North Korea's nuclear arms programme, Mitoji Yabunaka, in Beijing as part of latest round of international diplomatic activity ahead of next round of talks (Japanese news agency Kyodo, Chinese Foreign Ministry web site)
 JAPAN: South Korean Defence Minister Cho Yong-kil ends three-day visit (South Korean news agency Yonhap)
 JAPAN: French Finance Minister Francis Mer and business delegation visiting Tokyo (-29) to promote economic ties, addresses Europlace forum, goes on to China on 29th for talks with counterpart Jin Renqing (-2) (French newspaper La Tribune, French news agency AFP)
 JAPAN: Argentine Foreign Minister Rafael Bielsa visiting with a business delegation to boost trade ties, meets MPs and business leaders and takes part in seminar on the outlook for commercial relations between Argentina and Japan before seeing Foreign Minister Yoriko Kawaguchi. Bielsa takes the bullet train for a one-day visit to Kyoto on 29th before going on to Beijing on 30th (Argentine news agency Telam, Chinese state news agency Xinhua)
 SOUTH KOREA: President Roh Moo-hyun takes part as panellist in live TV debate discussing major national issues and assessing his reform policies (South Korean news agency Yonhap)
 AUSTRALIA: Watching developments after resignation of opposition Labor Party leader Simon Crean (as available)
 PHILIPPINES: Taiwanese Minister of Economic Affairs Lin Yi-fu visits with trade delegation for talks with counterpart Manuel Roxas on cooperation on trade, investment, agriculture, technology, labour and tourism (Taiwanese Central News Agency)
 INDIA: EU Commissioner for External Relations Chris Patten visiting ahead of the EU-India summit in Delhi on Saturday (-29) (Indian news agency PTI, European Union web site)
 SRI LANKA: Nepal Prime Minister Surya Bahadur Thapa visiting on second leg of a four-nation tour of South Asia.
Daily prospects from BBC Monitoring in English 0200 gmt 28 Nov 03He will go to Pakistan and Bhutan before returning home on 2 December (Nepalnews.com web site)
 Former Soviet Union
 RUSSIA: Ajarian leader Aslan Abashidze and Abkhaz Prime Minister Raul Khajimba in Moscow to discuss situation in Georgia; expected to have separate meetings with Foreign Minister Igor Ivanov, who is also expected to see the visiting leader of South Ossetia (Russian news agencies ITAR-TASS, Interfax)
 RUSSIA: Hungarian Prime Minister Peter Medgyessy due in for two days of talks on bilateral cooperation, expected to see Russian President Vladimir Putin in St Petersburg (Russian news agency ITAR-TASS)
 AZERBAIJAN: Russian Deputy Prime Minister Viktor Khristenko meets Azeri counterpart Abbas Abbasov to discuss transit of Caspian oil across Russia and operation of Russian radar in Azerbaijan (Russian news agency ITAR-TASS)
 Europe
 FRANCE: Paris court due to give verdict in trial of three French photographers accused of breaching privacy rules by photographing Princess Diana and her boyfriend Dodi Fayed on the night of their fatal car-crash six years ago (French news agency AFP)
 FRANCE: Bulgarian President Georgi Purvanov visiting for talks with President Jacques Chirac on EU integration issues; also sees National Assembly President Jean-Louis Debre, French business leaders, former European Commission president Jacques Delors, former president Valerie Giscard D'Estaing who currently chairs the European Convention, and UNESCO Director General Koichiro Matsuura (Bulgarian news agency BTA web site)
 BRITAIN: Prime Minister Tony Blair see Irish counterpart Bertie Ahern in Cardiff to discuss this week's election in Northern Ireland (French news agency AFP)
 BRITAIN: Israeli and Palestinian representatives expected to continue informal peace talks near London under the auspices of the British Labour Party's Friends of Israel lobby (Israel radio)
 ITALY: Moldovan President Vladimir Voronin visiting (-29) (Moldovan news agency Infotag)
 NORWAY: Visiting Kyrgyz President Askar Akayev expected to see Prime Minister Kjell Magne Bondevik, Defence Minister Kristin Krohn Devold and Crown Prince Haakon before heading for the US on 29th (Kyrgyz KyrgzInfo news agency web site, Russian news agency Interfax)
 SLOVENIA: Czech Defence Minister Miroslav Kostelka winds up two days of talks (Slovene news agency STA)
 Sub-Saharan Africa
 SOUTH AFRICA: South African Development Community foreign ministers expected to hold emergen"
"2",20032,"Title: BBC Monitoring Weekly Prospects for 22 October - 2 November 2003.rtf; Date: October 21, 2003, Tuesday; Text: ASIA & PACIFIC
 18-23
 INDIA: Mauritius Prime Minister Paul Berenger visits to meet counterpart Atal Behari Vajpayee and other officials (Mauritius newspaper Le Mauricien web site)
 18-23
 CHINA: Romanian Defence Minister Ioan Mircea Pascu visits (Romanian news agency Rompres, Chinese news agency Xinhua)
 17-25
 CHINA: Sixth Beijing International Tourism Festival takes place, aimed at reviving the travel industry after the SARS epidemic (Chinese news agency Xinhua)
 20-23
 BHUTAN : Nepal and Bhutan hold 15th round of talks at the level of foreign ministers on the issue of Bhutanese refugees in Nepal and their repatriation. The talks will take place in Bhutan's capital, Thimphu (Nepalese Kantipuronline web site and Nepalnews.com web site)
 20-26
 CHINA: Pakistan's chief of air staff, Air Chief Marshal Kalim Saadat, visits to discuss the production of the multi-role JF-17 aircraft with Chinese military leaders (Pakistani newspaper The News)
 21-22
 THAILAND: Russian President Vladimir Putin visits (Russian news agency Interfax)
 21-23
 VIETNAM: Chilean President Ricardo Lagos Escobar visits (Vietnamese radio)
 21-24
 CHINA: Canadian Prime Minister Jean Chretien visits (Chinese news agency Xinhua)
 22
 NEPAL: Five opposition parties to hold rally in Kathmandu protesting against the king's dismissal of the elected government in October 2002 (Nepalese daily Rajdhani)
 22
 INDONESIA: US President George W. Bush visits Bali for talks with President Megawati Sukarnoputri. He will also meet leaders of the two biggest Muslim organizations in Indonesia, Muhammadiyah and the Nahdlatul Ulama (Indonesian web site Indosiar, Singapore's The Straits Times)
 22-23
 AUSTRALIA : US President George Bush visits Canberra.
BBC Monitoring, Caversham, August 2003He will deliver a speech to a joint session of both houses of the Australian parliament (23). Protests against Bush's visit are expected (Radio Australia)
 22-24
 THAILAND: Asia-Pacific Economic Cooperation (APEC) forum takes place in Bangkok; to be attended by 21 heads of state and government (South Korean news agency Yonhap)
 23-24
 SINGAPORE: Russian Foreign Minister Igor Ivanov visits for talks on terrorism and bilateral issues (Russian news agency ITAR-TASS)
 23-24
 INDIA: Indian and Chinese special envoys meet in New Delhi to discuss the Sikkim border issue and the clarification of the Line of Actual Control in Arunachal Pradesh (Indian news agency PTI)
 23-26
 CHINA: Fifth Asia-Europe Young Parliamentarians Meeting takes place in Guilan in southern China's Guangxi Zhuang autonomous region. The current international situation, globalization and cultural exchanges will be discussed (Chinese news agency Xinhua)
 24
 AFGHANISTAN: Launch of UN-sponsored disarmament, demobilization and rehabilitation programme in northern province of Konduz (UN sources)
 24-25
 AUSTRALIA: Chinese President Hu Jintao visits. Hu will address a joint session of both houses of the Australian parliament (24) (Radio Australia)
 24-25
 INDIA: Canadian Prime Minister Jean Chretien visits (Indian news agency PTI)
 24-25
 PAPUA NEW GUINEA: Malaysian Prime Minister Mahathir Mohamad visits for talks with Prime Minister Sir Michael Somare (PNG newspaper Post-Courier)
 25-27
 NEW ZEALAND: Chinese President Hu Jintao visits Auckland, Wellington and Hamilton (New Zealand government web site)
 27
 CAMBODIA: Cambodian Court of Appeal to re-try senior Khmer Rouge commander Chhouk Rin accused of killing three Western backpackers in 1994 (Radio Australia)
 28-30
 CHINA: China International Finance Forum 2003 takes place. Issues under discussion include China's participation in global finance after its entry into the WTO, the globalized economy, China's capital market and financing of medium-sized and small enterprises (Chinese news agency Xinhua)
 28 - 1 Nov
 INDIA: Armenian President Robert Kocharyan visits (Armenian news agency Arminfo)
 28 - 5 Nov
 INDIA: Prince Charles visits; visit to focus on development issues, wildlife conservation and preservation of historical monuments. He will meet President A.P.J. Abdul Kalam in New Delhi and will tour Mumbai (Bombay), Haryana and Rajasthan (Indian news agency PTI)
 31
 AMERICAN SAMOA: Court appearance of five men charged with illegal fishing following a 21-day chase in the South Atlantic of the Uruguayan vessel Viarsa I, accused of poaching valuable Patagonian toothfish (Radio Australia)
 31
 MALAYSIA: Prime Minister Mahathir Mohamad steps down (Malaysian newspaper The Star, Malaysian news agency Bernama)
 30 - 1 Nov
 CHINA: Italian Prime Minister Silvio Berlusconi visits. Berlusconi and the president of the EU Commission, Romano Prodi, to attend the sixth China-EU Leaders' Meeting (30) (Chinese news agency Xinhua)
 31 - 11 Nov
 JAPAN: Tibetan spiritual leader the Dalai Lama visits. The Dalai Lama will speak at a panel discussion in Tokyo on religious themes (1 - 2 Nov) and visit various Japanese cities (Ja"
"3",20042,"Title: Major news items in leading Indian newspapers.rtf; Date: November 17, 2004 Wednesday 1:15 AM EST; Text: - Following are the major news  items in leading Indian newspapers on Wednesday.
     The Times of India:
    --Flickers of hope jostled with entrenched cynicism in the  Valley as the first batch of troops to be withdrawn from Jammu and Kashmir will start leaving Anantnage on Wednesday around the time  Indian Prime Minister Manmohan Singh touches down on his maiden  visit to the state. 
One commander said the first platoon of troops would leave the Kashmir valley at 10 am.
     The Indian Express:
    -- Russian President Vladimir Putin will start his India visit  on December 3. During the trip, lasting a little over 48 hours, he will devote 24 hours to Bangalore, interacting with heads of IT  majors there. Moscow is working hard on attracting IT companies to invest in a big way in Russia and has been pressing for greater  cooperation in this sector.
     The Statesman:
    -- The festival season turned grim for Nepal as fresh violence  erupted in the country Tuesday, as at least 49 people, including  11 security personnel were killed in renewed clashes between  Nepalese forces and rebels in a jungle area, 700 km west of  Kathmandu.  
Load-Date: November 18, 2004
End of Document"
"4",20055,"Title: UN team seeks help for displaced people in Nepal.rtf; Date: April 23, 2005 Saturday 1:15 AM EST; Text: A UN envoy said here Saturday  that the internally displaced persons (IDPs) in Nepal have largely been overlooked and neglected, and urged for their protection and  assistance.
    ""There are still reasons for grave concerns about the  humanitarian and human rights situation in Nepal, which is not a  humanitarian crisis in the usual sense,"" Walter Kalin,  representative of UN Secretary General Kofi Annan, told reporters  at the end of his 10-day mission to Nepal.
    Kalin's team visited Kaplivastu, Banke, Dailekh and Morang  districts to assess the human rights situation with regard to the  IDPs in the Himalayan kingdom.
    He noted his mission has found a widespread pattern of conflict- based displacement in Nepal, and the number of IDPs should be far  higher than the official figure of 8,000.
    The main causes of this population displacement are acts of  violence or threats, practices of forced recruitment and extortion by the armed anti-government group, he said.
    He called on the guerrillas to respect the basic principles of  international humanitarian law, in particular the fundamental  distinction between combatants and non-combatants.
    The mission also recommended the United Nations and the  international community to collaborate with the Nepali government  to draw up a comprehensive strategy and create a framework to  respond to the human rights and humanitarian needs of the IDPs.   
Load-Date: April 24, 2005
End of Document"
"5",20076,"Title: Nepali parties to resume meeting on Terai crisis.rtf; Date: February 6, 2007 Tuesday 10:00 AM EST; Text: A Nepali top party leaders'  meeting to find way out of the ongoing unrest in southern Terai  plains ended without reaching any conclusion on Tuesday, local  leading media group's website THT Online reported.
    The leaders agreed to meet again on Wednesday.
    A source said Prime Minister Girija Prasad Koirala is likely to issue a statement, aimed at tackling the Terai crisis, following  the eight-party agreement on Terai crisis.
    The eight-party meeting is likely to reach an agreement to  address the Terai crisis through amendment to the interim  constitution to ensure federal state structure and proportional  representation in the upcoming constituent assembly elections, the two key demands put forward by the Madhesi community. 
    The interim constitution was promulgated on Jan. 15.
    Monday's meeting of the top leaders of the four major parties,  Nepali Congress, the Communist Party of Nepal (UML), the Communist Party of Nepal (formerly known as guerrilla) and Nepali Congress ( Democratic), had asked the Prime Minister to address the Terai  crisis at the earliest.
    The violent demonstrations, led by Madhesi community since Jan. 19, have caused more than 20 people's death. Many Terai towns  witnessed curfews, strikes and widespread vandalism of public and  private property in the unrest since then.
    Madhesi people are people mainly living in Nepal's south Terai  plains with Indian origin.  
Load-Date: February 7, 2007
End of Document"
"6",200317,"Title: BBC Monitoring Weekly Prospects for 1-12 October 2003.rtf; Date: September 30, 2003, Tuesday; Text: ASIA PACIFIC
 29 Sep-1 Oct
 BURMA: UN special envoy Razali Ismail visits for talks with government leaders on reviving national reconciliation process and securing pro-democracy leader Aung San Suu Kyi's release from house arrest (French news agency AFP)
 30 Sep-4 Oct
 VIETNAM: South Korean Speaker Park Kwan-yong visits for talks with Prime Minister Phan Van Khai and counterpart Nguyen Van An on strengthening relations and resolving North Korean nuclear row. Final part of a 12-day tour that included Mongolia and China (South Korean news agency Yonhap)
 1 Oct
 JAPAN: Third and final day of Tokyo International Conference on African Development (Japanese news agency Kyodo)
 1
 SOUTH KOREA: Aerial display and parade in capital Seoul, involving about 25,000 troops and 400 pieces of hardware, to mark Armed Forces Day and the military's 55th anniversary. US air force contingent to join for the first time, marking 50th anniversary of bilateral military alliance (South Korean news agency Yonhap, South Korean newspaper Chungang Ilbo web site)
 1
 NEPAL: Nepal Maoist Victims' Association leads rally in Kathmandu's Ratna Park to celebrate Hindu festival Dashain and collect money and clothes for victims of Maoist insurgency (Nepalese newspaper The Rising Nepal)
 1
 AUSTRALIA : National Day (BBC Monitoring)
 1
 HONG KONG: National Day (BBC Monitoring)
 1-4
 NORTH KOREA: Russia's Maritime Territory (Russian Far East) governor Sergey Darkin visits North Korea to discuss regional business cooperation (Russian news agency ITAR-TASS)
 2
 INDONESIA: Verdict expected in trial of fourth top Bali bombing suspect Ali Ghufron, also known as Mukhlas.
BBC Monitoring Caversham, September 2003Prosecution seeks death penalty (Radio Australia)
 4
 NORTH KOREA: Pierrette Vu Thi assumes post of UNICEF resident representative in Pyongyang, the first woman appointed to the post (South Korean news agency Yonhap)
 5
 INDONESIA: President Megawati Soekarnoputri reviews troops at ceremony in Surabaya to mark 58th anniversary of national military forces (Indonesian news agency Antara web site)
 5-10
 INDIA: Biggest-ever Indo-US naval exercise begins off Kochi coast in south (Indian news agency PTI)
 6-8
 SOUTH KOREA: Working-level meeting on South Korea-US military alliance and US request for Seoul to send more troops to help rebuild Iraq (South Korean news agency Yonhap)
 6-15
 CHINA/HONG KONG: Irish President Mary McAleese tours Beijing, Shenyang, Shanghai, Shenzhen and Hong Kong (Chinese news agency Xinhua)
 7-8
 INDONESIA: Ninth Association of Southeast Asian Nations summit in Bali; Chinese Premier Wen Jiabao, South Korean President Roh Moo-hyun, Japanese Prime Minister Junichiro Koizumi and Indian Prime Minister Atal Behari Vajpayee also attending (Japanese news agency Kyodo, South Korean news agency Yonhap, Chinese news agency Xinhua)
 7-9
 INDIA: Second round of secretary-level talks with Nepal in New Delhi, focusing on finalizing a new bilateral extradition treaty (Nepalnews.com.web site)
 8
 JAPAN/RUSSIA: Launch of Japanese research satellite from Russia's Plesetsk space site (Russian news agency ITAR-TASS)
 8-10
 FIJI: Three-day Fiji Day celebrations aimed at promoting reconciliation, unity, patriotism and nation-building. 10 October is public holiday (Fiji government web site)
 10
 JAPAN: Prime Minister Junichiro Koizumi expected to dissolve House of Representatives ahead of general election on 9 November (Japanese news agency Kyodo)
 10
 SOUTH KOREA: Sentencing of 12 Hanchongryon (Federation of Korean University Student Councils) student activists for illegally entering a US military firing range in Kyonggi Province and burning an American flag. Prosecution has demanded one to three years for the students and five years for a reporter who accompanied them. Hanchongryon planning a rally in Seoul on same day to protest US request for more troops to Iraq (South Korean news agency Yonhap)
 10
 TAIWAN: National Day (Anniversary of the Chinese Revolution) (BBC Monitoring)
 11-18
 MALAYSIA: Tenth Organization of Islamic Conference summit in Putrajaya. Iraq has expressed desire to attend summit as a full member (Malaysian newspaper Berita Harian web site)
 12
 INDONESIA: Australian Prime Minister John Howard attends memorial service in Bali to mark first anniversary of bombing which killed 202 people, including 88 Australians (Indonesian newspaper Aksi)
Load-Date: September 30, 2003
End of Document"
"7",200345,"Title: Nepal parties to form human rights group.rtf; Date: December 6, 2003, Saturday; Text: Excerpt from report by Binod Dhungel published by Nepalese daily newspaper Nepal Samacharpatra on 6 December
 Lalitpur central Nepal : Prominent political parties have agreed to form a joint working group for peace and human rights to recommend suggestions in the field of human rights.
 The group is being formed to create a situation for the people to enjoy complete and unfettered democratic rights.
Nepal Samacharpatra, Kathmandu, in Nepali 6 Dec 03It will have two members each from political parties and a convenor will be selected by the group.
 They agreed to form the working group Friday 5 December to make human rights for peace talks and armed conflict resolution the basis. The agreement came at a programme organized by the National Human Rights Commission with representatives of political parties.
 The main objective of the group is to find a solution to the armed conflict by promoting human rights and human values for the peace process. The group will try to find solutions to the conflict by identifying the minimum stances of political parties, organizations, civil society and the international community.
 Among the six objectives is to organize programmes on the role of the international community, organizations and the United Nations for the peace process. The parties also agreed to press for the implementation of the decisions taken by the National Human Rights Commission and work for the promotion of human rights by holding discussions with human rights organizations and civil society.  Passage omitted
 They agreed to open human rights cell in parties and a human rights desk and work closely with the commission through regular contact and discussion. The parties agreed to send complaints and suggestions to the commission. The commission agreed to help parties prepare reports on human rights.  Passage omitted
Load-Date: December 6, 2003
End of Document"
"8",200349,"Title: Nepal government reportedly to invite foreign rights experts.rtf; Date: November 30, 2003, Sunday; Text: Excerpt from report by Dikshya Thakuri, published by Nepalese newspaper The Himalayan Times on 30 November
 Kathmandu, 29 November: The Thapa government is open to the idea of calling in UN experts to monitor the human rights scene in Nepal.
 National Human Rights Commission member Sushil Pyakurel told this daily that the cabinet secretariat has already passed a recommendation to invite foreign rights experts. It has been sent to the Foreign Ministry, he added.
The Himalayan Times, Kathmandu, in English 30 Nov 03
The UN experts can identify the problems, provide the government with feedback and suggestions and point out areas where the state needs technical and financial support, Pyakurel said.
 For long, human rights bodies have been clamouring for such a step in view of the ""appalling"" human rights violations by the security forces and the Maoists fighting the government.
 Although both the state and non-state actors have been accused of gross human rights violations, the National Human Rights Commission (NHRC) has so far received more cases against the state than the Maoists. The number is growing particularly after the termination of the cease-fire.
 However, cases of abduction, disappearance, torture and killings from both sides are alarming, said Pyakurel, stressing that such matters need immediate attention. On the one hand, the security forces forcibly detain individuals who are reportedly tortured and some have even died while in detention.
 Time and again, the Maoists abduct people, take the law into their own hands and carry out ""summary execution"" which is against the human rights principle. ""The government and Maoists are killing people in a country which has no provision for capital punishment,"" said Pyakurel.
 ""An effective monitoring system to monitor the human rights situation is necessary, for which we need cooperation and commitment from both the state and the non-state actors,"" said Pyakurel. Once both the parties sign the human rights accord drafted by NHRC, the United Nations Office of the Commissioner has committed to provide the commission with technical assistance to effectively monitor the country's situation.
 The UN experts can identify the problems, provide the government with feedback and suggestions and point out the areas where the state needs technical and financial support.
 Following the Maoists' withdrawal of the cease-fire, NHRC has received around 187 cases against the government, a majority of the complaints are on forceful detention while some are concerning fake encounters, killings and torture in detention. Likewise, the commission has received around 32 complaints against the Maoists, mostly on abduction and a few on lootings and torture.  passage omitted
Load-Date: November 30, 2003
End of Document"
"9",200376,"Title: Maoist leader urges US envoy not to interfere in Nepal.rtf; Date: September 25, 2003, Thursday; Text: Excerpt from report by Nepalese daily newspaper Nepal Samacharpatra on 25 September
 In an open letter to US Ambassador Michael E. Malinowski, Maoist leader Dr Baburam Bhattarai has asked him not to interfere in Nepal's internal affairs and let Nepalis determine their own destiny. This was stated in an eight-point letter sent on behalf of the International Department Wednesday 24 September in response to Malinowski's statements and interviews.
 Saying that charges are not baseless, Dr Bhattarai's letter says that the USA put Maoists on their terrorist list on 25 April when dates for the first phase of the talks between the government and Maoists had been announced for 27 April; a five-year counter-terrorism agreement was signed; military aid was increased from 24 million to 38 million rupees; and the Royal Nepal Army was given sophisticated weapons while training was enhanced.
Nepal Samacharpatra, Kathmandu, in Nepali 25 Sep 03 p1
""Actions speak louder than words; your actions and words do not match,"" the letter said, while reacting to Malinowski's charges that Maoists were acting like Goebbels.
 The letter says that US support for the government concept paper presented during peace talks did not address the issues raised by five opposition parties and supports the 4 October 2002 move of the king to dismiss the government of Sher Bahadur Deuba .
 The letter says: ""A constituent assembly is not a communist slogan. If an interim government is formed and free elections held for a constituent assembly, we are ready to suspend the war. Is the Royal Palace ready for this?"" passage omitted
 The letter says the death of student Dipak Gurung 8 September was not planned and the party has expressed regret for his death in a bomb blast in Kathmandu .
 Reacting to American claims that the Maoists do not have popular support, the letter says 50,000 to 100,000 people attended their public meetings in the last seven months. The letter makes a special request to the USA and neighbours India and China not to interfere in Nepal's internal affairs.
Load-Date: September 25, 2003
End of Document"
"10",200380,"Title: Maoists said suggesting path towards republic in Nepal.rtf; Date: December 15, 2003, Monday; Text: Excerpt from report by Nepalese daily newspaper Rajdhani on 15 December
 Kathmandu, 14 December: It has come to light that the rebel Nepal Communist Party (Maoist) believes a republic will emerge in Nepal if Nepali Congress President Girija Prasad Koirala and CPN-UML Communist Party of Nepal - Unified Marxist-Leninist General Secretary Madhav Kumar Nepal are ready to go to jail temporarily.
 UML leader Pradip Gyawali said Maoist leader Prachanda proposed this to General Secretary Madhav Nepal.
Rajdhani, Kathmandu, in Nepali 15 Dec 03 p1""We will prepare the atmosphere to bring about a republic in Nepal. Girija Prasad Koirala and you should be prepared to stay in jail for some time. But our party did not accept the proposal and appealed to the Maoists to return to the peaceful political mainstream.""
 Gyawali said Nepal told Prachanda the CPN-UML will support a demand for a constituent assembly if Maoists abandon their weapons and are ready to defend the gains of the popular movement of 1990 which brought about democracy .
 Gyawali believes the king should move two steps back, the political parties two steps forward and the Maoists two steps back to resolve the current political crisis in the country. He said this on Sunday 14 December at a meeting of the Rajdhani Correspondents' Club.
 Speaking at the same meeting, Nepali Congress Arjun Narsingh K.C. said the movement against regression i.e. for the restoration of an elected government will be effective and decisive in three months.
 ""The movement will be decisive in three months,"" K.C. said. ""The movement cannot be decisive instantly."" He said party activists are pressing him to stand against the king.
 ""It is certain that the king will be in a difficult situation if he does not think. It will be unpleasant if parliament goes against the king,"" former minister Dhundiraj Shastri said.  passage omitted
Load-Date: December 15, 2003
End of Document"
